,stock_code,release_date,report_year
6688,01755.HK,2021-04-30,2020
6689,06116.HK,2021-04-30,2020
6690,00876.HK,2021-04-30,2020
6691,02349.HK,2021-04-30,2020
6692,01372.HK,2021-04-30,2020
6693,01928.HK,2021-04-30,2020
6694,06078.HK,2021-04-30,2020
6695,02022.HK,2021-04-30,2020
6696,01011.HK,2021-04-30,2020
6697,00036.HK,2021-04-30,2020
6698,03347.HK,2021-04-30,2020
6699,00520.HK,2021-04-30,2020
6700,01530.HK,2021-04-30,2020
6701,06866.HK,2021-04-30,2020
6702,01572.HK,2021-04-30,2020
6703,01598.HK,2021-04-30,2020
6704,01113.HK,2021-04-30,2020
6705,01912.HK,2021-05-02,2020
6706,09989.HK,2021-05-03,2020
6707,08166.HK,2021-05-03,2020
6708,03326.HK,2021-05-05,2020
6709,02718.HK,2021-05-05,2020
6710,00871.HK,2021-05-06,2020
6711,02688.HK,2021-05-07,2020
6712,01286.HK,2021-05-07,2020
6713,01717.HK,2021-05-07,2020
6714,00175.HK,2021-05-07,2020
6715,02119.HK,2021-05-07,2020
6716,01910.HK,2021-05-07,2020
6717,01061.HK,2021-05-07,2020
6718,08226.HK,2021-05-07,2020
6719,00220.HK,2021-05-07,2020
6720,02030.HK,2021-05-10,2020
6721,00058.HK,2021-05-10,2020
6722,08282.HK,2021-05-10,2020
6723,00690.HK,2021-05-11,2020
6724,01308.HK,2021-05-12,2020
6725,02012.HK,2021-05-12,2020
6726,02238.HK,2021-05-12,2020
6727,08329.HK,2021-05-12,2020
6728,01761.HK,2021-05-13,2020
6729,00168.HK,2021-05-13,2020
6730,02388.HK,2021-05-13,2020
6731,00010.HK,2021-05-13,2020
6732,01108.HK,2021-05-13,2020
6733,00564.HK,2021-05-13,2020
6734,00101.HK,2021-05-13,2020
6735,01782.HK,2021-05-14,2020
6736,08363.HK,2021-05-14,2020
6737,00755.HK,2021-05-14,2020
6738,02078.HK,2021-05-14,2020
6739,02899.HK,2021-05-14,2020
6740,01749.HK,2021-05-14,2020
6741,01368.HK,2021-05-14,2020
6742,01822.HK,2021-05-14,2020
6743,06966.HK,2021-05-14,2020
6744,03336.HK,2021-05-14,2020
6745,00051.HK,2021-05-14,2020
6746,00489.HK,2021-05-17,2020
6747,01361.HK,2021-05-17,2020
6748,06830.HK,2021-05-17,2020
6749,00626.HK,2021-05-17,2020
6750,03369.HK,2021-05-17,2020
6751,01527.HK,2021-05-17,2020
6752,06601.HK,2021-05-17,2020
6753,00686.HK,2021-05-17,2020
6754,00293.HK,2021-05-18,2020
6755,03322.HK,2021-05-18,2020
6756,06117.HK,2021-05-18,2020
6757,01458.HK,2021-05-18,2020
6758,02000.HK,2021-05-18,2020
6759,01053.HK,2021-05-18,2020
6760,00482.HK,2021-05-18,2020
6761,03808.HK,2021-05-18,2020
6762,00900.HK,2021-05-20,2020
6763,01951.HK,2021-05-20,2020
6764,03898.HK,2021-05-20,2020
6765,06836.HK,2021-05-20,2020
6766,01872.HK,2021-05-20,2020
6767,09966.HK,2021-05-20,2020
6768,00357.HK,2021-05-20,2020
6769,01085.HK,2021-05-21,2020
6770,01702.HK,2021-05-21,2020
6771,02558.HK,2021-05-21,2020
6772,00747.HK,2021-05-21,2020
6773,00085.HK,2021-05-21,2020
6774,00124.HK,2021-05-21,2020
6775,01957.HK,2021-05-21,2020
6776,01738.HK,2021-05-21,2020
6777,01656.HK,2021-05-21,2020
6778,00405.HK,2021-05-21,2020
6779,01997.HK,2021-05-21,2020
6780,01983.HK,2021-05-21,2020
6781,01866.HK,2021-05-21,2020
6782,06666.HK,2021-05-21,2020
6783,01433.HK,2021-05-24,2020
6784,00831.HK,2021-05-24,2020
6785,01763.HK,2021-05-24,2020
6786,00660.HK,2021-05-24,2020
6787,09922.HK,2021-05-24,2020
6788,08411.HK,2021-05-24,2020
6789,02139.HK,2021-05-24,2020
6790,02528.HK,2021-05-24,2020
6791,00468.HK,2021-05-24,2020
6792,01799.HK,2021-05-25,2020
6793,01480.HK,2021-05-25,2020
6794,08611.HK,2021-05-25,2020
6795,00737.HK,2021-05-25,2020
6796,01913.HK,2021-05-25,2020
6797,06088.HK,2021-05-25,2020
6798,00661.HK,2021-05-25,2020
6799,01817.HK,2021-05-25,2020
6800,02096.HK,2021-05-25,2020
6801,09923.HK,2021-05-26,2020
6802,01502.HK,2021-05-26,2020
6803,06199.HK,2021-05-26,2020
6804,01991.HK,2021-05-26,2020
6805,00297.HK,2021-05-26,2020
6806,03686.HK,2021-05-26,2020
6807,00004.HK,2021-05-26,2020
6808,00925.HK,2021-05-26,2020
6809,00542.HK,2021-05-26,2020
6810,01712.HK,2021-05-26,2020
6811,01788.HK,2021-05-27,2020
6812,01072.HK,2021-05-27,2020
6813,02020.HK,2021-05-27,2020
6814,00046.HK,2021-05-27,2020
6815,01708.HK,2021-05-27,2020
6816,01563.HK,2021-05-27,2020
6817,00177.HK,2021-05-27,2020
6818,02146.HK,2021-05-27,2020
6819,02003.HK,2021-05-27,2020
6820,01058.HK,2021-05-27,2020
6821,01177.HK,2021-05-27,2020
6822,00326.HK,2021-05-27,2020
6823,08148.HK,2021-05-27,2020
6824,02169.HK,2021-05-27,2020
6825,01615.HK,2021-05-28,2020
6826,03718.HK,2021-05-28,2020
6827,01303.HK,2021-05-28,2020
6828,02669.HK,2021-05-28,2020
6829,01127.HK,2021-05-28,2020
6830,08495.HK,2021-05-28,2020
6831,01540.HK,2021-05-28,2020
6832,03303.HK,2021-05-28,2020
6833,08100.HK,2021-05-28,2020
6834,01099.HK,2021-05-28,2020
6835,00688.HK,2021-05-28,2020
6836,00767.HK,2021-05-28,2020
6837,02212.HK,2021-05-28,2020
6838,00371.HK,2021-05-28,2020
6839,00658.HK,2021-05-28,2020
6840,00696.HK,2021-05-28,2020
6841,00061.HK,2021-05-28,2020
6842,08246.HK,2021-05-28,2020
6843,01515.HK,2021-05-28,2020
6844,01378.HK,2021-05-28,2020
6845,06138.HK,2021-05-28,2020
6846,02358.HK,2021-05-28,2020
6847,00311.HK,2021-05-28,2020
6848,01565.HK,2021-05-28,2020
6849,00743.HK,2021-05-28,2020
6850,01281.HK,2021-05-28,2020
6851,00813.HK,2021-05-28,2020
6852,03828.HK,2021-05-28,2020
6853,08377.HK,2021-05-28,2020
6854,01979.HK,2021-05-28,2020
6855,00687.HK,2021-05-28,2020
6856,01338.HK,2021-05-28,2020
6857,06993.HK,2021-05-28,2020
6858,01745.HK,2021-05-28,2020
6859,00683.HK,2021-05-28,2020
6860,00229.HK,2021-05-28,2020
6861,01999.HK,2021-05-28,2021
6862,08128.HK,2021-05-28,2020
6863,00873.HK,2021-05-28,2020
6864,00893.HK,2021-05-28,2020
6865,02698.HK,2021-05-28,2020
6866,00185.HK,2021-05-28,2020
6867,01628.HK,2021-05-28,2020
6868,08623.HK,2021-05-30,2020
6869,00358.HK,2021-05-30,2020
6870,08373.HK,2021-05-31,2020
6871,03989.HK,2021-05-31,2020
6872,00200.HK,2021-05-31,2020
6873,08527.HK,2021-05-31,2020
6874,01733.HK,2021-05-31,2020
6875,00593.HK,2021-05-31,2020
6876,08493.HK,2021-05-31,2020
6877,00679.HK,2021-05-31,2020
6878,00330.HK,2021-05-31,2020
6879,08187.HK,2021-05-31,2020
6880,01821.HK,2021-05-31,2020
6881,08270.HK,2021-05-31,2020
6882,02299.HK,2021-05-31,2020
6883,01266.HK,2021-05-31,2020
6884,00905.HK,2021-05-31,2020
6885,02623.HK,2021-05-31,2020
6886,01857.HK,2021-05-31,2020
6887,08333.HK,2021-05-31,2020
6888,01240.HK,2021-05-31,2020
6889,08211.HK,2021-05-31,2020
6890,00377.HK,2021-05-31,2020
6891,01513.HK,2021-05-31,2020
6892,01818.HK,2021-05-31,2020
6893,09939.HK,2021-05-31,2020
6894,02111.HK,2021-05-31,2020
6895,01606.HK,2021-05-31,2020
6896,01542.HK,2021-05-31,2020
6897,01133.HK,2021-05-31,2020
6898,08292.HK,2021-05-31,2020
6899,00607.HK,2021-05-31,2020
6900,09608.HK,2021-05-31,2020
6901,02223.HK,2021-05-31,2020
6902,00011.HK,2021-05-31,2020
6903,00641.HK,2021-05-31,2020
6904,08305.HK,2021-05-31,2020
6905,00880.HK,2021-05-31,2020
6906,00960.HK,2021-05-31,2020
6907,00643.HK,2021-05-31,2020
6908,02607.HK,2021-05-31,2020
6909,00966.HK,2021-05-31,2020
6910,00023.HK,2021-05-31,2020
6911,03311.HK,2021-05-31,2020
6912,02601.HK,2021-05-31,2020
6913,00762.HK,2021-05-31,2020
6914,01272.HK,2021-05-31,2020
6915,02280.HK,2021-05-31,2020
6916,00154.HK,2021-05-31,2020
6917,00181.HK,2021-05-31,2020
6918,00363.HK,2021-05-31,2020
6919,00069.HK,2021-05-31,2020
6920,03839.HK,2021-05-31,2020
6921,01302.HK,2021-05-31,2020
6922,08229.HK,2021-05-31,2020
6923,06939.HK,2021-05-31,2020
6924,00807.HK,2021-05-31,2020
6925,01070.HK,2021-05-31,2020
6926,01968.HK,2021-05-31,2020
6927,00171.HK,2021-05-31,2020
6928,01862.HK,2021-06-01,2020
6929,00818.HK,2021-06-01,2020
6930,02088.HK,2021-06-01,2020
6931,02380.HK,2021-06-01,2020
6932,01927.HK,2021-06-01,2020
6933,02009.HK,2021-06-01,2020
6934,06989.HK,2021-06-02,2020
6935,02696.HK,2021-06-02,2020
6936,00336.HK,2021-06-02,2020
6937,08027.HK,2021-06-02,2020
6938,01831.HK,2021-06-02,2020
6939,01831.HK,2021-06-02,2020
6940,01665.HK,2021-06-03,2020
6941,02236.HK,2021-06-03,2020
6942,00135.HK,2021-06-03,2020
6943,01116.HK,2021-06-04,2020
6944,00601.HK,2021-06-04,2020
6945,00509.HK,2021-06-04,2020
6946,00106.HK,2021-06-04,2020
6947,00094.HK,2021-06-04,2020
6948,01034.HK,2021-06-04,2020
6949,00236.HK,2021-06-04,2020
6950,01399.HK,2021-06-04,2020
6951,01949.HK,2021-06-07,2020
6952,00195.HK,2021-06-07,2020
6953,00303.HK,2021-06-07,2021
6954,02019.HK,2021-06-07,2020
6955,02348.HK,2021-06-07,2020
6956,00089.HK,2021-06-07,2020
6957,08489.HK,2021-06-07,2020
6958,00268.HK,2021-06-07,2020
6959,01034.HK,2021-06-07,2020
6960,01269.HK,2021-06-08,2020
6961,01631.HK,2021-06-08,2020
6962,01265.HK,2021-06-08,2020
6963,01959.HK,2021-06-08,2020
6964,00436.HK,2021-06-08,2020
6965,00943.HK,2021-06-08,2020
6966,01853.HK,2021-06-08,2020
6967,01941.HK,2021-06-08,2020
6968,02289.HK,2021-06-09,2020
6969,01490.HK,2021-06-09,2020
6970,08400.HK,2021-06-10,2020
6971,06690.HK,2021-06-10,2020
6972,01691.HK,2021-06-10,2020
6973,02128.HK,2021-06-11,2020
6974,00778.HK,2021-06-11,2020
6975,00842.HK,2021-06-11,2020
6976,01616.HK,2021-06-11,2020
6977,00093.HK,2021-06-11,2020
6978,00884.HK,2021-06-11,2020
6979,00270.HK,2021-06-11,2020
6980,00272.HK,2021-06-14,2020
6981,08063.HK,2021-06-15,2020
6982,01529.HK,2021-06-15,2020
6983,00228.HK,2021-06-15,2020
6984,01685.HK,2021-06-15,2020
6985,06069.HK,2021-06-15,2020
6986,01205.HK,2021-06-15,2020
6987,08337.HK,2021-06-15,2020
6988,00646.HK,2021-06-15,2020
6989,01929.HK,2021-06-16,2021
6990,08513.HK,2021-06-16,2020
6991,08418.HK,2021-06-16,2020
6992,08535.HK,2021-06-16,2020
6993,06113.HK,2021-06-17,2020
6994,00419.HK,2021-06-17,2020
6995,01194.HK,2021-06-17,2020
6996,08476.HK,2021-06-18,2021
6997,00829.HK,2021-06-18,2020
6998,09909.HK,2021-06-18,2020
6999,00968.HK,2021-06-18,2020
7000,01052.HK,2021-06-18,2020
7001,03868.HK,2021-06-18,2020
7002,09916.HK,2021-06-18,2020
7003,08657.HK,2021-06-18,2020
7004,01238.HK,2021-06-21,2020
7005,02319.HK,2021-06-21,2020
7006,00460.HK,2021-06-21,2020
7007,01762.HK,2021-06-21,2020
7008,00119.HK,2021-06-21,2020
7009,08076.HK,2021-06-21,2020
7010,08210.HK,2021-06-21,2021
7011,02885.HK,2021-06-22,2020
7012,01953.HK,2021-06-22,2020
7013,00380.HK,2021-06-22,2020
7014,08420.HK,2021-06-22,2020
7015,06098.HK,2021-06-22,2020
7016,08191.HK,2021-06-22,2020
7017,08188.HK,2021-06-22,2020
7018,00840.HK,2021-06-22,2020
7019,00334.HK,2021-06-23,2020
7020,08042.HK,2021-06-23,2020
7021,00698.HK,2021-06-23,2020
7022,00346.HK,2021-06-23,2020
7023,06100.HK,2021-06-23,2020
7024,08036.HK,2021-06-23,2020
7025,01451.HK,2021-06-23,2020
7026,08511.HK,2021-06-23,2021
7027,08066.HK,2021-06-23,2020
7028,01553.HK,2021-06-23,2020
7029,00751.HK,2021-06-23,2020
7030,01697.HK,2021-06-24,2020
7031,01571.HK,2021-06-24,2020
7032,06822.HK,2021-06-24,2020
7033,08512.HK,2021-06-24,2020
7034,08092.HK,2021-06-24,2020
7035,08392.HK,2021-06-24,2020
7036,01780.HK,2021-06-24,2021
7037,00527.HK,2021-06-24,2020
7038,01823.HK,2021-06-24,2020
7039,08403.HK,2021-06-24,2020
7040,08372.HK,2021-06-25,2021
7041,08360.HK,2021-06-25,2020
7042,00817.HK,2021-06-25,2020
7043,08491.HK,2021-06-25,2020
7044,06833.HK,2021-06-25,2020
7045,08249.HK,2021-06-25,2020
7046,03360.HK,2021-06-25,2020
7047,01901.HK,2021-06-25,2020
7048,02202.HK,2021-06-25,2020
7049,01120.HK,2021-06-25,2020
7050,06888.HK,2021-06-25,2020
7051,01389.HK,2021-06-25,2021
7052,08206.HK,2021-06-25,2020
7053,02680.HK,2021-06-25,2020
7054,02099.HK,2021-06-25,2020
7055,08423.HK,2021-06-25,2021
7056,08307.HK,2021-06-25,2020
7057,03309.HK,2021-06-25,2020
7058,06127.HK,2021-06-25,2020
7059,08136.HK,2021-06-25,2020
7060,08635.HK,2021-06-25,2021
7061,00854.HK,2021-06-25,2021
7062,08050.HK,2021-06-25,2021
7063,01030.HK,2021-06-25,2020
7064,08325.HK,2021-06-27,2021
7065,03383.HK,2021-06-28,2020
7066,00823.HK,2021-06-28,2020
7067,02007.HK,2021-06-28,2020
7068,08631.HK,2021-06-28,2020
7069,08413.HK,2021-06-28,2021
7070,08218.HK,2021-06-28,2021
7071,09906.HK,2021-06-28,2020
7072,00522.HK,2021-06-28,2020
7073,00117.HK,2021-06-28,2020
7074,08401.HK,2021-06-28,2020
7075,06158.HK,2021-06-28,2020
7076,08371.HK,2021-06-28,2020
7077,00087.HK,2021-06-28,2020
7078,00019.HK,2021-06-28,2020
7079,06805.HK,2021-06-28,2020
7080,09990.HK,2021-06-28,2020
7081,08121.HK,2021-06-28,2021
7082,09993.HK,2021-06-28,2020
7083,06900.HK,2021-06-28,2020
7084,08217.HK,2021-06-28,2021
7085,08432.HK,2021-06-29,2020
7086,02382.HK,2021-06-29,2020
7087,08613.HK,2021-06-29,2021
7088,00001.HK,2021-06-29,2020
7089,01528.HK,2021-06-29,2020
7090,00241.HK,2021-06-29,2021
7091,00265.HK,2021-06-29,2020
7092,00753.HK,2021-06-29,2020
7093,02363.HK,2021-06-29,2020
7094,08139.HK,2021-06-29,2020
7095,08607.HK,2021-06-29,2020
7096,06855.HK,2021-06-29,2020
7097,02728.HK,2021-06-29,2020
7098,08172.HK,2021-06-29,2020
7099,01875.HK,2021-06-29,2020
7100,00691.HK,2021-06-29,2020
7101,08616.HK,2021-06-29,2020
7102,08391.HK,2021-06-29,2020
7103,08532.HK,2021-06-29,2021
7104,00123.HK,2021-06-29,2020
7105,03331.HK,2021-06-29,2020
7106,08473.HK,2021-06-29,2020
7107,01842.HK,2021-06-29,2020
7108,01812.HK,2021-06-29,2020
7109,06816.HK,2021-06-29,2020
7110,01623.HK,2021-06-29,2020
7111,08275.HK,2021-06-29,2021
7112,08069.HK,2021-06-29,2020
7113,08091.HK,2021-06-29,2020
7114,08062.HK,2021-06-29,2021
7115,08619.HK,2021-06-29,2021
7116,01075.HK,2021-06-29,2020
7117,08439.HK,2021-06-29,2020
7118,08173.HK,2021-06-29,2020
7119,08523.HK,2021-06-29,2021
7120,01839.HK,2021-06-29,2020
7121,08178.HK,2021-06-29,2020
7122,00716.HK,2021-06-29,2020
7123,01209.HK,2021-06-29,2020
7124,08537.HK,2021-06-29,2020
7125,00227.HK,2021-06-29,2020
7126,01039.HK,2021-06-29,2020
7127,08098.HK,2021-06-29,2021
7128,08416.HK,2021-06-29,2020
7129,08448.HK,2021-06-30,2021
7130,08053.HK,2021-06-30,2020
7131,01747.HK,2021-06-30,2020
7132,02115.HK,2021-06-30,2020
7133,00420.HK,2021-06-30,2020
7134,08291.HK,2021-06-30,2020
7135,08646.HK,2021-06-30,2020
7136,01608.HK,2021-06-30,2020
7137,01987.HK,2021-06-30,2020
7138,08241.HK,2021-06-30,2021
7139,01257.HK,2021-06-30,2020
7140,02101.HK,2021-06-30,2020
7141,08160.HK,2021-06-30,2021
7142,08203.HK,2021-06-30,2020
7143,09908.HK,2021-06-30,2020
7144,01262.HK,2021-06-30,2020
7145,08482.HK,2021-06-30,2020
7146,08328.HK,2021-06-30,2020
7147,08431.HK,2021-06-30,2020
7148,00152.HK,2021-06-30,2020
7149,08510.HK,2021-06-30,2020
7150,08317.HK,2021-06-30,2020
7151,08039.HK,2021-06-30,2020
7152,01446.HK,2021-06-30,2020
7153,08003.HK,2021-06-30,2020
7154,08026.HK,2021-06-30,2020
7155,01753.HK,2021-06-30,2020
7156,02738.HK,2021-06-30,2020
7157,08125.HK,2021-06-30,2020
7158,00868.HK,2021-06-30,2020
7159,08073.HK,2021-06-30,2020
7160,00312.HK,2021-06-30,2020
7161,01301.HK,2021-06-30,2020
7162,00765.HK,2021-06-30,2020
7163,08113.HK,2021-06-30,2020
7164,08045.HK,2021-06-30,2020
7165,08181.HK,2021-06-30,2020
7166,08603.HK,2021-06-30,2020
7167,01107.HK,2021-06-30,2020
7168,08213.HK,2021-06-30,2020
7169,03323.HK,2021-06-30,2020
7170,08309.HK,2021-06-30,2021
7171,01184.HK,2021-06-30,2020
7172,00910.HK,2021-06-30,2020
7173,01066.HK,2021-06-30,2020
7174,06111.HK,2021-06-30,2020
7175,02772.HK,2021-06-30,2020
7176,08179.HK,2021-06-30,2020
7177,00568.HK,2021-06-30,2020
7178,00560.HK,2021-06-30,2020
7179,06677.HK,2021-06-30,2020
7180,01588.HK,2021-06-30,2020
7181,08455.HK,2021-06-30,2021
7182,00573.HK,2021-06-30,2020
7183,08153.HK,2021-07-01,2021
7184,06186.HK,2021-07-02,2020
7185,00157.HK,2021-07-02,2020
7186,01146.HK,2021-07-02,2020
7187,00423.HK,2021-07-02,2020
7188,06969.HK,2021-07-02,2020
7189,03678.HK,2021-07-02,2020
7190,03818.HK,2021-07-02,2020
7191,01162.HK,2021-07-02,2021
7192,00609.HK,2021-07-02,2020
7193,08232.HK,2021-07-02,2020
7194,01292.HK,2021-07-02,2020
7195,00291.HK,2021-07-05,2020
7196,00257.HK,2021-07-05,2020
7197,02599.HK,2021-07-05,2020
7198,03319.HK,2021-07-05,2020
7199,01093.HK,2021-07-05,2020
7200,01321.HK,2021-07-05,2020
7201,00416.HK,2021-07-05,2020
7202,01711.HK,2021-07-05,2020
7203,00672.HK,2021-07-05,2020
7204,00341.HK,2021-07-05,2020
7205,00927.HK,2021-07-05,2020
7206,03997.HK,2021-07-05,2020
7207,06033.HK,2021-07-05,2020
7208,00034.HK,2021-07-05,2020
7209,02127.HK,2021-07-06,2020
7210,02048.HK,2021-07-06,2020
7211,00151.HK,2021-07-06,2020
7212,00396.HK,2021-07-06,2020
7213,03669.HK,2021-07-06,2020
7214,02066.HK,2021-07-06,2020
7215,00090.HK,2021-07-06,2020
7216,00063.HK,2021-07-07,2020
7217,00657.HK,2021-07-07,2020
7218,02683.HK,2021-07-07,2020
7219,01410.HK,2021-07-07,2020
7220,06812.HK,2021-07-07,2021
7221,02117.HK,2021-07-07,2020
7222,00653.HK,2021-07-08,2020
7223,00603.HK,2021-07-08,2020
7224,00018.HK,2021-07-08,2021
7225,01966.HK,2021-07-08,2020
7226,06190.HK,2021-07-08,2020
7227,01821.HK,2021-07-08,2020
7228,03822.HK,2021-07-08,2021
7229,01521.HK,2021-07-09,2020
7230,01777.HK,2021-07-09,2020
7231,01778.HK,2021-07-09,2020
7232,01558.HK,2021-07-09,2020
7233,01461.HK,2021-07-09,2020
7234,00821.HK,2021-07-09,2020
7235,00978.HK,2021-07-09,2020
7236,01237.HK,2021-07-09,2020
7237,01122.HK,2021-07-09,2020
7238,02389.HK,2021-07-09,2020
7239,02013.HK,2021-07-09,2020
7240,01001.HK,2021-07-09,2020
7241,06999.HK,2021-07-09,2020
7242,01138.HK,2021-07-09,2020
7243,01004.HK,2021-07-09,2020
7244,02148.HK,2021-07-09,2020
7245,00348.HK,2021-07-12,2020
7246,00081.HK,2021-07-12,2020
7247,00637.HK,2021-07-12,2020
7248,01546.HK,2021-07-12,2021
7249,01231.HK,2021-07-12,2020
7250,03321.HK,2021-07-12,2020
7251,00393.HK,2021-07-12,2020
7252,03882.HK,2021-07-12,2020
7253,01168.HK,2021-07-12,2020
7254,01630.HK,2021-07-12,2021
7255,00296.HK,2021-07-12,2020
7256,01201.HK,2021-07-12,2020
7257,00611.HK,2021-07-12,2020
7258,01811.HK,2021-07-12,2020
7259,03938.HK,2021-07-12,2020
7260,00579.HK,2021-07-12,2020
7261,01203.HK,2021-07-12,2020
7262,00163.HK,2021-07-12,2020
7263,02159.HK,2021-07-13,2020
7264,01268.HK,2021-07-13,2020
7265,01832.HK,2021-07-13,2020
7266,00912.HK,2021-07-13,2020
7267,00408.HK,2021-07-13,2020
7268,01090.HK,2021-07-13,2020
7269,09995.HK,2021-07-13,2020
7270,06829.HK,2021-07-13,2020
7271,00345.HK,2021-07-14,2020
7272,01881.HK,2021-07-14,2020
7273,00631.HK,2021-07-14,2020
7274,01381.HK,2021-07-14,2020
7275,09983.HK,2021-07-14,2020
7276,00616.HK,2021-07-14,2021
7277,00237.HK,2021-07-14,2021
7278,01123.HK,2021-07-14,2020
7279,03860.HK,2021-07-14,2020
7280,09668.HK,2021-07-14,2020
7281,01884.HK,2021-07-14,2020
7282,01792.HK,2021-07-14,2020
7283,00244.HK,2021-07-14,2020
7284,01993.HK,2021-07-15,2020
7285,06608.HK,2021-07-15,2020
7286,00150.HK,2021-07-15,2020
7287,01888.HK,2021-07-15,2020
7288,00148.HK,2021-07-15,2020
7289,00254.HK,2021-07-15,2020
7290,00320.HK,2021-07-15,2020
7291,00084.HK,2021-07-15,2021
7292,01783.HK,2021-07-15,2021
7293,01651.HK,2021-07-15,2020
7294,00406.HK,2021-07-15,2021
7295,01428.HK,2021-07-15,2020
7296,02608.HK,2021-07-16,2020
7297,01024.HK,2021-07-16,2020
7298,01170.HK,2021-07-16,2021
7299,01575.HK,2021-07-16,2020
7300,02360.HK,2021-07-16,2020
7301,01760.HK,2021-07-16,2020
7302,00865.HK,2021-07-16,2020
7303,00950.HK,2021-07-16,2020
7304,00837.HK,2021-07-16,2020
7305,09936.HK,2021-07-16,2020
7306,00305.HK,2021-07-16,2020
7307,00261.HK,2021-07-16,2020
7308,08326.HK,2021-07-16,2021
7309,00138.HK,2021-07-16,2020
7310,06063.HK,2021-07-16,2021
7311,00392.HK,2021-07-16,2020
7312,00907.HK,2021-07-16,2020
7313,03738.HK,2021-07-16,2020
7314,06958.HK,2021-07-16,2020
7315,00922.HK,2021-07-16,2021
7316,00556.HK,2021-07-16,2020
7317,08296.HK,2021-07-16,2020
7318,00602.HK,2021-07-16,2020
7319,00178.HK,2021-07-16,2020
7320,01153.HK,2021-07-16,2020
7321,00178.HK,2021-07-16,2020
7322,01068.HK,2021-07-16,2020
7323,01473.HK,2021-07-16,2021
7324,01051.HK,2021-07-16,2020
7325,01013.HK,2021-07-19,2021
7326,00750.HK,2021-07-19,2020
7327,09616.HK,2021-07-19,2020
7328,03633.HK,2021-07-19,2020
7329,00866.HK,2021-07-19,2020
7330,09969.HK,2021-07-19,2020
7331,01800.HK,2021-07-19,2020
7332,00079.HK,2021-07-19,2020
7333,03683.HK,2021-07-19,2021
7334,01551.HK,2021-07-19,2020
7335,01803.HK,2021-07-19,2020
7336,01925.HK,2021-07-19,2020
7337,03668.HK,2021-07-19,2020
7338,06996.HK,2021-07-19,2020
7339,00464.HK,2021-07-19,2021
7340,09900.HK,2021-07-19,2020
7341,04618.HK,2021-07-19,2020
7342,00590.HK,2021-07-19,2020
7343,01235.HK,2021-07-19,2021
7344,01216.HK,2021-07-19,2020
7345,01916.HK,2021-07-19,2020
7346,02232.HK,2021-07-19,2020
7347,00288.HK,2021-07-20,2020
7348,02307.HK,2021-07-20,2020
7349,01469.HK,2021-07-20,2021
7350,06083.HK,2021-07-20,2020
7351,00064.HK,2021-07-20,2021
7352,01663.HK,2021-07-20,2020
7353,00650.HK,2021-07-20,2021
7354,00521.HK,2021-07-20,2020
7355,00335.HK,2021-07-20,2021
7356,02663.HK,2021-07-20,2021
7357,01503.HK,2021-07-20,2020
7358,00480.HK,2021-07-20,2020
7359,01413.HK,2021-07-20,2020
7360,00077.HK,2021-07-20,2020
7361,00088.HK,2021-07-20,2021
7362,02878.HK,2021-07-20,2020
7363,06838.HK,2021-07-20,2020
7364,01246.HK,2021-07-20,2021
7365,00287.HK,2021-07-20,2020
7366,01476.HK,2021-07-20,2020
7367,01737.HK,2021-07-20,2021
7368,02193.HK,2021-07-21,2021
7369,00103.HK,2021-07-21,2020
7370,00768.HK,2021-07-21,2021
7371,00508.HK,2021-07-21,2021
7372,01327.HK,2021-07-21,2020
7373,01298.HK,2021-07-21,2020
7374,01569.HK,2021-07-21,2020
7375,01600.HK,2021-07-21,2020
7376,01128.HK,2021-07-21,2020
7377,01873.HK,2021-07-21,2020
7378,01025.HK,2021-07-21,2021
7379,00442.HK,2021-07-21,2021
7380,09979.HK,2021-07-21,2020
7381,01273.HK,2021-07-21,2021
7382,03728.HK,2021-07-21,2021
7383,03816.HK,2021-07-21,2021
7384,03998.HK,2021-07-21,2020
7385,03603.HK,2021-07-21,2020
7386,01057.HK,2021-07-21,2020
7387,01681.HK,2021-07-21,2020
7388,06182.HK,2021-07-21,2021
7389,00025.HK,2021-07-21,2021
7390,00711.HK,2021-07-22,2020
7391,01500.HK,2021-07-22,2021
7392,02633.HK,2021-07-22,2021
7393,00702.HK,2021-07-22,2020
7394,06918.HK,2021-07-22,2020
7395,00095.HK,2021-07-22,2020
7396,03692.HK,2021-07-22,2020
7397,01110.HK,2021-07-22,2020
7398,02186.HK,2021-07-22,2020
7399,06896.HK,2021-07-22,2020
7400,00234.HK,2021-07-22,2021
7401,00486.HK,2021-07-22,2020
7402,00732.HK,2021-07-22,2020
7403,01181.HK,2021-07-22,2020
7404,06882.HK,2021-07-22,2020
7405,03337.HK,2021-07-22,2020
7406,00976.HK,2021-07-22,2020
7407,01402.HK,2021-07-22,2021
7408,01547.HK,2021-07-22,2020
7409,01827.HK,2021-07-22,2020
7410,09913.HK,2021-07-22,2021
7411,02080.HK,2021-07-22,2021
7412,01985.HK,2021-07-22,2021
7413,01475.HK,2021-07-22,2020
7414,01637.HK,2021-07-22,2020
7415,00266.HK,2021-07-22,2020
7416,00114.HK,2021-07-22,2021
7417,00147.HK,2021-07-22,2020
7418,06136.HK,2021-07-22,2020
7419,00251.HK,2021-07-22,2020
7420,00105.HK,2021-07-22,2020
7421,01897.HK,2021-07-22,2020
7422,01699.HK,2021-07-23,2020
7423,02727.HK,2021-07-23,2020
