,stock_code,release_date,report_year
773,03898.HK,2018-05-17,2017
774,00772.HK,2018-05-18,2017
775,01788.HK,2018-05-18,2017
776,00123.HK,2018-05-18,2017
777,01339.HK,2018-05-18,2017
778,06877.HK,2018-05-18,2017
779,02020.HK,2018-05-21,2017
780,01359.HK,2018-05-21,2017
781,00123.HK,2018-05-21,2017
782,01900.HK,2018-05-21,2017
783,00066.HK,2018-05-21,2017
784,01210.HK,2018-05-24,2017
785,02178.HK,2018-05-24,2017
786,01913.HK,2018-05-25,2017
787,00175.HK,2018-05-25,2017
788,01528.HK,2018-05-25,2017
789,01072.HK,2018-05-28,2017
790,08225.HK,2018-05-28,2017
791,01631.HK,2018-05-29,2017
792,00829.HK,2018-05-29,2017
793,00297.HK,2018-05-30,2017
794,00688.HK,2018-05-30,2017
795,08226.HK,2018-05-31,2017
796,00643.HK,2018-05-31,2017
797,01330.HK,2018-05-31,2017
798,01257.HK,2018-05-31,2017
799,00522.HK,2018-05-31,2017
800,01262.HK,2018-05-31,2017
801,02688.HK,2018-05-31,2017
802,02292.HK,2018-05-31,2017
803,01127.HK,2018-05-31,2017
804,00312.HK,2018-06-01,2017
805,03989.HK,2018-06-01,2017
806,00769.HK,2018-06-01,2017
807,01203.HK,2018-06-01,2017
808,00089.HK,2018-06-01,2017
809,00992.HK,2018-06-01,2017
810,00467.HK,2018-06-01,2017
811,03882.HK,2018-06-01,2017
812,08483.HK,2018-06-01,2018
813,00236.HK,2018-06-04,2017
814,08495.HK,2018-06-04,2017
815,00598.HK,2018-06-05,2017
816,00265.HK,2018-06-05,2017
817,01070.HK,2018-06-05,2017
818,01090.HK,2018-06-06,2017
819,00177.HK,2018-06-06,2017
820,00303.HK,2018-06-06,2018
821,06808.HK,2018-06-06,2017
822,00257.HK,2018-06-07,2017
823,08246.HK,2018-06-08,2017
824,03311.HK,2018-06-08,2017
825,08173.HK,2018-06-10,2017
826,00905.HK,2018-06-11,2017
827,01513.HK,2018-06-11,2017
828,01656.HK,2018-06-11,2017
829,03377.HK,2018-06-11,2017
830,08331.HK,2018-06-11,2017
831,00257.HK,2018-06-12,2017
832,02226.HK,2018-06-12,2017
833,00719.HK,2018-06-13,2017
834,00185.HK,2018-06-13,2017
835,01966.HK,2018-06-13,2017
836,02607.HK,2018-06-13,2017
837,01929.HK,2018-06-14,2018
838,00046.HK,2018-06-14,2017
839,01368.HK,2018-06-14,2017
840,08333.HK,2018-06-14,2017
841,08100.HK,2018-06-15,2017
842,00542.HK,2018-06-15,2017
843,00641.HK,2018-06-15,2017
844,01572.HK,2018-06-15,2017
845,01266.HK,2018-06-19,2017
846,00690.HK,2018-06-19,2017
847,02878.HK,2018-06-19,2017
848,08092.HK,2018-06-19,2017
849,01268.HK,2018-06-19,2017
850,08027.HK,2018-06-20,2017
851,08292.HK,2018-06-20,2017
852,00010.HK,2018-06-20,2017
853,08076.HK,2018-06-20,2017
854,08066.HK,2018-06-20,2017
855,00135.HK,2018-06-20,2017
856,00101.HK,2018-06-20,2017
857,00819.HK,2018-06-21,2017
858,00244.HK,2018-06-21,2017
859,08416.HK,2018-06-21,2017
860,08307.HK,2018-06-21,2017
861,02348.HK,2018-06-21,2017
862,00938.HK,2018-06-21,2018
863,00823.HK,2018-06-21,2017
864,01679.HK,2018-06-21,2017
865,06896.HK,2018-06-21,2017
866,08159.HK,2018-06-22,2017
867,08056.HK,2018-06-22,2017
868,08188.HK,2018-06-22,2017
869,08063.HK,2018-06-22,2017
870,08285.HK,2018-06-22,2017
871,01198.HK,2018-06-22,2017
872,08206.HK,2018-06-22,2017
873,06822.HK,2018-06-22,2017
874,01292.HK,2018-06-22,2017
875,01997.HK,2018-06-22,2017
876,00210.HK,2018-06-22,2017
877,01039.HK,2018-06-22,2017
878,08229.HK,2018-06-22,2017
879,01313.HK,2018-06-22,2017
880,01052.HK,2018-06-22,2017
881,03848.HK,2018-06-24,2017
882,02738.HK,2018-06-24,2017
883,08211.HK,2018-06-25,2017
884,08493.HK,2018-06-25,2017
885,00817.HK,2018-06-25,2017
886,08392.HK,2018-06-25,2017
887,00326.HK,2018-06-25,2017
888,08179.HK,2018-06-25,2017
889,08437.HK,2018-06-25,2017
890,01030.HK,2018-06-25,2017
891,01508.HK,2018-06-25,2017
892,00524.HK,2018-06-25,2017
893,01205.HK,2018-06-25,2017
894,00854.HK,2018-06-25,2018
895,00743.HK,2018-06-25,2017
896,08139.HK,2018-06-25,2017
897,01302.HK,2018-06-25,2017
898,01928.HK,2018-06-25,2017
899,08218.HK,2018-06-26,2018
900,01812.HK,2018-06-26,2017
901,01061.HK,2018-06-26,2017
902,08337.HK,2018-06-26,2017
903,02218.HK,2018-06-26,2017
904,02202.HK,2018-06-26,2017
905,00334.HK,2018-06-26,2017
906,08513.HK,2018-06-26,2017
907,00876.HK,2018-06-26,2017
908,01194.HK,2018-06-26,2017
909,08053.HK,2018-06-26,2017
910,01176.HK,2018-06-26,2017
911,01570.HK,2018-06-26,2017
912,00171.HK,2018-06-26,2017
913,08006.HK,2018-06-26,2017
914,03633.HK,2018-06-26,2017
915,08523.HK,2018-06-26,2018
916,01663.HK,2018-06-26,2017
917,02358.HK,2018-06-26,2017
918,01928.HK,2018-06-26,2017
919,01623.HK,2018-06-27,2017
920,08296.HK,2018-06-27,2017
921,08270.HK,2018-06-27,2017
922,08328.HK,2018-06-27,2017
923,08430.HK,2018-06-27,2017
924,08455.HK,2018-06-27,2018
925,08400.HK,2018-06-27,2017
926,08203.HK,2018-06-27,2017
927,08181.HK,2018-06-27,2017
928,08347.HK,2018-06-27,2018
929,08136.HK,2018-06-27,2017
930,08050.HK,2018-06-27,2018
931,00311.HK,2018-06-27,2017
932,08371.HK,2018-06-27,2017
933,08191.HK,2018-06-28,2017
934,08221.HK,2018-06-28,2018
935,01718.HK,2018-06-28,2018
936,00821.HK,2018-06-28,2017
937,03320.HK,2018-06-28,2017
938,00762.HK,2018-06-28,2017
939,08178.HK,2018-06-28,2017
940,00119.HK,2018-06-28,2017
941,08052.HK,2018-06-28,2017
942,00703.HK,2018-06-28,2017
943,08111.HK,2018-06-28,2018
944,08473.HK,2018-06-28,2017
945,08431.HK,2018-06-28,2017
946,01133.HK,2018-06-28,2017
947,08372.HK,2018-06-28,2018
948,08217.HK,2018-06-28,2018
949,01240.HK,2018-06-28,2017
950,08413.HK,2018-06-28,2018
951,00288.HK,2018-06-28,2017
952,08098.HK,2018-06-28,2018
953,00893.HK,2018-06-28,2017
954,06138.HK,2018-06-28,2017
955,08023.HK,2018-06-28,2018
956,02000.HK,2018-06-28,2017
957,08471.HK,2018-06-28,2017
958,03678.HK,2018-06-28,2017
959,00747.HK,2018-06-28,2017
960,08065.HK,2018-06-28,2017
961,08439.HK,2018-06-28,2017
962,08091.HK,2018-06-28,2017
963,08476.HK,2018-06-28,2018
964,08029.HK,2018-06-28,2018
965,00023.HK,2018-06-28,2017
966,01120.HK,2018-06-28,2017
967,08143.HK,2018-06-28,2017
968,00978.HK,2018-06-28,2017
969,08401.HK,2018-06-28,2017
970,00316.HK,2018-06-28,2017
971,00357.HK,2018-06-28,2017
972,01889.HK,2018-06-29,2017
973,00081.HK,2018-06-29,2017
974,00765.HK,2018-06-29,2017
975,00547.HK,2018-06-29,2017
976,08232.HK,2018-06-29,2017
977,00072.HK,2018-06-29,2017
978,00663.HK,2018-06-29,2017
979,00753.HK,2018-06-29,2017
980,01599.HK,2018-06-29,2017
981,01571.HK,2018-06-29,2017
982,01340.HK,2018-06-29,2017
983,01112.HK,2018-06-29,2017
984,01630.HK,2018-06-29,2018
985,02380.HK,2018-06-29,2017
986,08045.HK,2018-06-29,2017
987,08048.HK,2018-06-29,2017
988,08128.HK,2018-06-29,2017
989,00489.HK,2018-06-29,2017
990,01586.HK,2018-06-29,2017
991,00802.HK,2018-06-29,2017
992,01238.HK,2018-06-29,2017
993,08062.HK,2018-06-29,2018
994,08432.HK,2018-06-29,2017
995,01319.HK,2018-06-29,2018
996,08283.HK,2018-06-29,2017
997,02099.HK,2018-06-29,2017
998,01109.HK,2018-06-29,2017
999,08317.HK,2018-06-29,2017
1000,08241.HK,2018-06-29,2018
1001,08113.HK,2018-06-29,2017
1002,00346.HK,2018-06-29,2017
1003,03303.HK,2018-06-29,2017
1004,01468.HK,2018-06-29,2018
1005,08121.HK,2018-06-29,2018
1006,08026.HK,2018-06-29,2017
1007,08125.HK,2018-06-29,2017
1008,08535.HK,2018-06-29,2017
1009,08213.HK,2018-06-29,2017
1010,00683.HK,2018-06-29,2017
1011,00004.HK,2018-06-29,2017
1012,08153.HK,2018-06-29,2018
1013,08373.HK,2018-06-29,2017
1014,08299.HK,2018-06-29,2017
1015,00268.HK,2018-07-02,2017
1016,08103.HK,2018-07-02,2018
1017,08325.HK,2018-07-02,2018
1018,01316.HK,2018-07-03,2017
1019,00751.HK,2018-07-03,2017
1020,01188.HK,2018-07-03,2017
1021,01546.HK,2018-07-03,2018
1022,08130.HK,2018-07-03,2018
1023,06158.HK,2018-07-03,2017
1024,02233.HK,2018-07-03,2017
1025,00094.HK,2018-07-03,2017
1026,00293.HK,2018-07-03,2017
1027,00698.HK,2018-07-04,2017
1028,02363.HK,2018-07-04,2017
1029,08425.HK,2018-07-04,2018
1030,01527.HK,2018-07-04,2017
1031,03828.HK,2018-07-04,2017
1032,00927.HK,2018-07-04,2017
1033,01058.HK,2018-07-04,2017
1034,01231.HK,2018-07-04,2017
1035,01717.HK,2018-07-05,2017
1036,00420.HK,2018-07-05,2017
1037,00994.HK,2018-07-05,2017
1038,00611.HK,2018-07-05,2017
1039,03360.HK,2018-07-05,2017
1040,03822.HK,2018-07-05,2018
1041,00393.HK,2018-07-05,2017
1042,06128.HK,2018-07-06,2017
1043,03899.HK,2018-07-06,2017
1044,01146.HK,2018-07-06,2017
1045,00657.HK,2018-07-06,2017
1046,00419.HK,2018-07-06,2017
1047,03319.HK,2018-07-06,2017
1048,03866.HK,2018-07-06,2017
1049,01557.HK,2018-07-06,2018
1050,01301.HK,2018-07-06,2017
1051,00019.HK,2018-07-06,2017
1052,00087.HK,2018-07-06,2017
1053,00117.HK,2018-07-06,2017
1054,02088.HK,2018-07-06,2017
1055,03383.HK,2018-07-06,2017
1056,00423.HK,2018-07-06,2017
1057,00371.HK,2018-07-09,2017
1058,00609.HK,2018-07-09,2017
1059,01184.HK,2018-07-09,2017
1060,01588.HK,2018-07-09,2017
1061,02698.HK,2018-07-09,2017
1062,00438.HK,2018-07-09,2017
1063,01068.HK,2018-07-09,2017
1064,00912.HK,2018-07-09,2017
1065,00163.HK,2018-07-09,2017
1066,00405.HK,2018-07-09,2017
1067,00296.HK,2018-07-09,2017
1068,00137.HK,2018-07-09,2017
1069,00363.HK,2018-07-09,2017
1070,01122.HK,2018-07-10,2017
1071,00950.HK,2018-07-10,2017
1072,02289.HK,2018-07-10,2017
1073,01551.HK,2018-07-10,2017
1074,00242.HK,2018-07-10,2017
1075,00142.HK,2018-07-10,2017
1076,00836.HK,2018-07-10,2017
1077,02319.HK,2018-07-10,2017
1078,01107.HK,2018-07-10,2017
1079,00392.HK,2018-07-10,2017
1080,00396.HK,2018-07-10,2017
1081,02236.HK,2018-07-11,2017
1082,01888.HK,2018-07-11,2017
1083,00560.HK,2018-07-11,2017
1084,00106.HK,2018-07-11,2017
1085,00567.HK,2018-07-11,2017
1086,00148.HK,2018-07-11,2017
1087,00341.HK,2018-07-11,2017
1088,00138.HK,2018-07-11,2017
1089,00261.HK,2018-07-11,2017
1090,00426.HK,2018-07-11,2017
1091,01378.HK,2018-07-12,2017
1092,00650.HK,2018-07-12,2018
1093,01585.HK,2018-07-12,2017
1094,00152.HK,2018-07-12,2017
1095,06865.HK,2018-07-12,2017
1096,01448.HK,2018-07-12,2017
1097,00451.HK,2018-07-12,2017
1098,03800.HK,2018-07-12,2017
1099,00480.HK,2018-07-12,2017
1100,00095.HK,2018-07-12,2017
1101,00685.HK,2018-07-12,2017
1102,00627.HK,2018-07-12,2018
1103,00237.HK,2018-07-12,2018
1104,00018.HK,2018-07-12,2018
1105,00062.HK,2018-07-12,2017
1106,00784.HK,2018-07-12,2018
1107,02669.HK,2018-07-12,2017
1108,00291.HK,2018-07-12,2017
1109,00968.HK,2018-07-12,2017
1110,02328.HK,2018-07-12,2017
1111,01476.HK,2018-07-12,2017
1112,01881.HK,2018-07-12,2017
1113,01738.HK,2018-07-12,2017
1114,02066.HK,2018-07-13,2017
1115,01458.HK,2018-07-13,2017
1116,01699.HK,2018-07-13,2017
1117,00605.HK,2018-07-13,2017
1118,00730.HK,2018-07-13,2017
1119,00686.HK,2018-07-13,2017
1120,02327.HK,2018-07-13,2017
1121,01400.HK,2018-07-13,2017
1122,01702.HK,2018-07-13,2017
1123,00416.HK,2018-07-13,2017
1124,01884.HK,2018-07-13,2017
1125,02223.HK,2018-07-13,2017
1126,00602.HK,2018-07-13,2017
1127,00345.HK,2018-07-13,2017
1128,00837.HK,2018-07-15,2017
1129,03738.HK,2018-07-16,2017
1130,01569.HK,2018-07-16,2017
1131,00813.HK,2018-07-16,2017
1132,06838.HK,2018-07-16,2017
1133,01711.HK,2018-07-16,2017
1134,01076.HK,2018-07-16,2017
1135,03322.HK,2018-07-16,2017
1136,00842.HK,2018-07-16,2017
1137,01647.HK,2018-07-16,2018
1138,01811.HK,2018-07-16,2017
1139,02727.HK,2018-07-16,2017
1140,00084.HK,2018-07-16,2018
1141,00124.HK,2018-07-17,2017
1142,00127.HK,2018-07-17,2017
1143,00976.HK,2018-07-17,2017
1144,03600.HK,2018-07-17,2017
1145,00406.HK,2018-07-17,2018
1146,00234.HK,2018-07-17,2018
1147,00088.HK,2018-07-17,2018
1148,00520.HK,2018-07-17,2017
1149,01235.HK,2018-07-17,2018
1150,03398.HK,2018-07-17,2017
1151,02280.HK,2018-07-18,2017
1152,00672.HK,2018-07-18,2017
1153,00064.HK,2018-07-18,2018
1154,02668.HK,2018-07-18,2017
1155,01469.HK,2018-07-18,2018
1156,01321.HK,2018-07-18,2017
1157,01536.HK,2018-07-18,2017
1158,00077.HK,2018-07-18,2017
1159,00320.HK,2018-07-18,2017
1160,06196.HK,2018-07-18,2017
1161,00328.HK,2018-07-18,2018
1162,01985.HK,2018-07-18,2018
1163,01239.HK,2018-07-18,2017
1164,00468.HK,2018-07-18,2017
1165,00270.HK,2018-07-18,2017
1166,00063.HK,2018-07-18,2017
1167,00157.HK,2018-07-18,2017
1168,00181.HK,2018-07-18,2017
1169,00372.HK,2018-07-18,2018
1170,00922.HK,2018-07-19,2018
1171,01323.HK,2018-07-19,2017
1172,03963.HK,2018-07-19,2018
1173,00768.HK,2018-07-19,2018
1174,00205.HK,2018-07-19,2017
1175,03309.HK,2018-07-19,2017
1176,02601.HK,2018-07-19,2017
1177,00227.HK,2018-07-19,2017
1178,01110.HK,2018-07-19,2017
1179,06826.HK,2018-07-19,2017
1180,01500.HK,2018-07-19,2018
1181,01150.HK,2018-07-19,2017
1182,02193.HK,2018-07-19,2018
1183,00607.HK,2018-07-19,2017
1184,00948.HK,2018-07-19,2018
1185,01170.HK,2018-07-19,2018
1186,00604.HK,2018-07-19,2017
1187,00687.HK,2018-07-19,2017
1188,00865.HK,2018-07-19,2017
1189,01651.HK,2018-07-19,2017
1190,00966.HK,2018-07-19,2017
1191,01259.HK,2018-07-19,2017
1192,02128.HK,2018-07-19,2017
1193,00241.HK,2018-07-19,2018
1194,01375.HK,2018-07-19,2017
1195,00694.HK,2018-07-19,2017
1196,00258.HK,2018-07-20,2017
1197,00732.HK,2018-07-20,2017
1198,06133.HK,2018-07-20,2017
1199,01181.HK,2018-07-20,2017
1200,00397.HK,2018-07-20,2017
1201,01608.HK,2018-07-20,2017
1202,02238.HK,2018-07-20,2017
1203,01293.HK,2018-07-20,2017
1204,02389.HK,2018-07-20,2017
1205,00079.HK,2018-07-20,2017
1206,01538.HK,2018-07-20,2017
1207,00951.HK,2018-07-20,2017
1208,00408.HK,2018-07-20,2017
1209,00637.HK,2018-07-20,2017
1210,00661.HK,2018-07-20,2017
1211,01963.HK,2018-07-20,2017
1212,02182.HK,2018-07-20,2017
1213,02708.HK,2018-07-20,2018
1214,01629.HK,2018-07-20,2017
1215,00178.HK,2018-07-20,2017
1216,01668.HK,2018-07-20,2017
1217,00219.HK,2018-07-20,2017
1218,00253.HK,2018-07-20,2017
1219,03333.HK,2018-07-20,2017
1220,01189.HK,2018-07-20,2017
1221,00201.HK,2018-07-20,2017
1222,01201.HK,2018-07-20,2017
1223,06122.HK,2018-07-20,2017
1224,00178.HK,2018-07-20,2017
1225,03816.HK,2018-07-20,2018
1226,00464.HK,2018-07-20,2018
1227,01606.HK,2018-07-20,2017
1228,00646.HK,2018-07-20,2017
1229,01690.HK,2018-07-23,2017
1230,00251.HK,2018-07-23,2017
1231,01483.HK,2018-07-23,2017
1232,02266.HK,2018-07-23,2017
1233,01727.HK,2018-07-23,2017
1234,03969.HK,2018-07-23,2017
1235,02329.HK,2018-07-23,2017
1236,01172.HK,2018-07-23,2018
1237,01051.HK,2018-07-23,2017
1238,00258.HK,2018-07-23,2017
1239,06036.HK,2018-07-23,2017
1240,00910.HK,2018-07-23,2017
1241,02120.HK,2018-07-23,2017
1242,01177.HK,2018-07-23,2017
1243,00147.HK,2018-07-23,2017
1244,00335.HK,2018-07-23,2018
1245,00287.HK,2018-07-23,2017
1246,01708.HK,2018-07-23,2017
1247,00202.HK,2018-07-23,2018
1248,00925.HK,2018-07-23,2017
1249,00425.HK,2018-07-23,2017
1250,00859.HK,2018-07-23,2017
1251,01499.HK,2018-07-24,2018
1252,01223.HK,2018-07-24,2017
1253,00090.HK,2018-07-24,2017
1254,01993.HK,2018-07-24,2017
1255,01446.HK,2018-07-24,2017
1256,06882.HK,2018-07-24,2017
1257,01285.HK,2018-07-24,2017
1258,00989.HK,2018-07-24,2017
1259,01685.HK,2018-07-24,2017
1260,00033.HK,2018-07-24,2017
1261,00444.HK,2018-07-24,2018
1262,01958.HK,2018-07-24,2017
1263,00034.HK,2018-07-24,2017
1264,00509.HK,2018-07-24,2017
1265,01637.HK,2018-07-24,2017
1266,06038.HK,2018-07-24,2017
1267,00305.HK,2018-07-24,2017
1268,00278.HK,2018-07-24,2018
1269,00986.HK,2018-07-24,2018
1270,00711.HK,2018-07-24,2017
1271,03323.HK,2018-07-24,2017
1272,00601.HK,2018-07-24,2017
1273,00599.HK,2018-07-24,2018
1274,00595.HK,2018-07-24,2018
1275,00521.HK,2018-07-24,2017
1276,00114.HK,2018-07-24,2018
1277,01580.HK,2018-07-24,2017
1278,03839.HK,2018-07-24,2017
1279,00035.HK,2018-07-24,2018
1280,02341.HK,2018-07-25,2017
1281,01252.HK,2018-07-25,2017
1282,01665.HK,2018-07-25,2017
1283,01556.HK,2018-07-25,2017
1284,01461.HK,2018-07-25,2017
1285,06123.HK,2018-07-25,2017
1286,06888.HK,2018-07-25,2017
1287,03666.HK,2018-07-25,2017
1288,00631.HK,2018-07-25,2017
1289,02186.HK,2018-07-25,2017
1290,00096.HK,2018-07-25,2017
1291,01815.HK,2018-07-25,2017
1292,00358.HK,2018-07-25,2017
1293,00574.HK,2018-07-25,2017
1294,01193.HK,2018-07-25,2017
1295,00608.HK,2018-07-25,2017
1296,01216.HK,2018-07-25,2017
1297,00385.HK,2018-07-25,2017
1298,03808.HK,2018-07-25,2017
1299,00570.HK,2018-07-25,2017
1300,01138.HK,2018-07-25,2017
1301,00398.HK,2018-07-25,2018
1302,01168.HK,2018-07-25,2017
1303,01182.HK,2018-07-25,2017
1304,06033.HK,2018-07-25,2017
1305,06829.HK,2018-07-25,2017
1306,01689.HK,2018-07-25,2018
1307,00981.HK,2018-07-25,2017
1308,00154.HK,2018-07-25,2017
1309,01272.HK,2018-07-25,2017
1310,03997.HK,2018-07-25,2017
1311,02022.HK,2018-07-25,2017
1312,01803.HK,2018-07-25,2017
1313,01273.HK,2018-07-25,2018
1314,00603.HK,2018-07-25,2017
1315,03768.HK,2018-07-25,2017
1316,03638.HK,2018-07-25,2018
1317,01327.HK,2018-07-26,2017
1318,02307.HK,2018-07-26,2017
1319,00498.HK,2018-07-26,2018
1320,00195.HK,2018-07-26,2017
1321,00702.HK,2018-07-26,2017
1322,00353.HK,2018-07-26,2017
1323,00228.HK,2018-07-26,2017
1324,01028.HK,2018-07-26,2017
1325,00767.HK,2018-07-26,2017
1326,02009.HK,2018-07-26,2017
1327,03878.HK,2018-07-26,2018
1328,02779.HK,2018-07-26,2017
1329,01558.HK,2018-07-26,2017
1330,01057.HK,2018-07-26,2017
1331,01165.HK,2018-07-26,2017
1332,01697.HK,2018-07-26,2017
1333,01328.HK,2018-07-26,2017
1334,01617.HK,2018-07-26,2017
1335,00895.HK,2018-07-26,2017
1336,02633.HK,2018-07-26,2018
1337,02139.HK,2018-07-26,2017
1338,01632.HK,2018-07-26,2018
1339,00943.HK,2018-07-26,2017
1340,00727.HK,2018-07-26,2017
1341,03669.HK,2018-07-26,2017
1342,00313.HK,2018-07-26,2018
1343,01982.HK,2018-07-26,2018
1344,00374.HK,2018-07-26,2018
1345,00060.HK,2018-07-26,2018
1346,06858.HK,2018-07-26,2017
1347,01115.HK,2018-07-26,2017
1348,01681.HK,2018-07-26,2017
1349,00579.HK,2018-07-26,2017
1350,00482.HK,2018-07-26,2017
1351,03998.HK,2018-07-26,2017
1352,02377.HK,2018-07-26,2017
1353,02899.HK,2018-07-26,2017
1354,00105.HK,2018-07-26,2017
1355,00266.HK,2018-07-26,2017
1356,01933.HK,2018-07-26,2018
1357,00868.HK,2018-07-26,2017
1358,01250.HK,2018-07-26,2017
1359,00162.HK,2018-07-26,2017
1360,02080.HK,2018-07-26,2018
1361,00485.HK,2018-07-27,2018
1362,00061.HK,2018-07-27,2017
1363,03363.HK,2018-07-27,2017
1364,00518.HK,2018-07-27,2018
1365,00679.HK,2018-07-27,2017
1366,01075.HK,2018-07-27,2017
1367,01591.HK,2018-07-27,2018
1368,00486.HK,2018-07-27,2017
1369,00493.HK,2018-07-27,2017
1370,00866.HK,2018-07-27,2017
1371,00645.HK,2018-07-27,2017
1372,01060.HK,2018-07-27,2017
1373,01682.HK,2018-07-27,2018
1374,00290.HK,2018-07-27,2018
1375,00211.HK,2018-07-27,2017
1376,06889.HK,2018-07-27,2018
1377,00723.HK,2018-07-27,2017
1378,00736.HK,2018-07-27,2018
1379,01613.HK,2018-07-27,2018
1380,02031.HK,2018-07-27,2017
1381,01246.HK,2018-07-27,2018
1382,00677.HK,2018-07-27,2018
1383,06893.HK,2018-07-27,2017
1384,06869.HK,2018-07-27,2017
1385,03395.HK,2018-07-27,2017
1386,03399.HK,2018-07-27,2017
1387,02322.HK,2018-07-27,2018
1388,00499.HK,2018-07-27,2018
1389,01547.HK,2018-07-27,2017
1390,00156.HK,2018-07-30,2017
1391,00226.HK,2018-07-30,2017
1392,02683.HK,2018-07-30,2018
1393,08118.HK,2018-07-30,2018
1394,00655.HK,2018-07-30,2017
1395,00309.HK,2018-07-30,2017
1396,00037.HK,2018-07-30,2018
1397,01858.HK,2018-07-30,2017
1398,00381.HK,2018-07-30,2017
1399,00970.HK,2018-07-30,2018
1400,03933.HK,2018-07-30,2017
1401,00164.HK,2018-07-30,2017
1402,01124.HK,2018-07-30,2017
1403,03683.HK,2018-07-30,2018
1404,00731.HK,2018-07-30,2018
1405,01004.HK,2018-07-30,2018
1406,00199.HK,2018-07-30,2017
1407,00269.HK,2018-07-30,2018
1408,00279.HK,2018-07-30,2017
1409,01539.HK,2018-07-30,2017
1410,00214.HK,2018-07-30,2018
1411,00129.HK,2018-07-30,2018
1412,00508.HK,2018-07-30,2018
1413,00292.HK,2018-07-30,2018
1414,01094.HK,2018-07-31,2017
1415,01733.HK,2018-07-31,2017
1416,00828.HK,2018-07-31,2017
1417,01225.HK,2018-07-31,2017
1418,00807.HK,2018-07-31,2017
1419,00617.HK,2018-07-31,2017
1420,00078.HK,2018-07-31,2017
1421,00355.HK,2018-07-31,2017
1422,02078.HK,2018-07-31,2017
1423,00120.HK,2018-07-31,2017
1424,01009.HK,2018-07-31,2017
1425,00557.HK,2018-07-31,2017
1426,00526.HK,2018-07-31,2018
1427,00969.HK,2018-07-31,2017
1428,01218.HK,2018-07-31,2018
1429,00596.HK,2018-07-31,2017
1430,01220.HK,2018-07-31,2018
1431,00573.HK,2018-07-31,2017
1432,00923.HK,2018-08-01,2018
1433,00058.HK,2018-08-06,2017
1434,08057.HK,2018-08-08,2017
1435,02663.HK,2018-08-08,2018
1436,00910.HK,2018-08-08,2017
1437,01399.HK,2018-08-09,2017
1438,01128.HK,2018-08-10,2017
1439,00377.HK,2018-08-10,2017
1440,01466.HK,2018-08-17,2018
1441,03830.HK,2018-08-17,2018
1442,08391.HK,2018-08-20,2018
1443,00179.HK,2018-08-20,2018
1444,08326.HK,2018-08-21,2018
1445,00093.HK,2018-08-21,2018
1446,08222.HK,2018-08-22,2018
1447,00223.HK,2018-08-24,2018
1448,01373.HK,2018-08-24,2018
1449,01213.HK,2018-08-24,2017
1450,08286.HK,2018-08-28,2017
1451,01245.HK,2018-08-29,2018
1452,08428.HK,2018-08-29,2018
1453,08412.HK,2018-08-30,2018
1454,02293.HK,2018-08-30,2018
1455,00243.HK,2018-08-30,2018
1456,02382.HK,2018-08-31,2018
1457,00262.HK,2018-08-31,2018
1458,08080.HK,2018-08-31,2017
1459,00992.HK,2018-08-31,2017
1460,08193.HK,2018-08-31,2018
1461,08427.HK,2018-08-31,2018
1462,08268.HK,2018-08-31,2018
1463,00125.HK,2018-08-31,2017
1464,08269.HK,2018-08-31,2018
1465,00918.HK,2018-08-31,2017
1466,00384.HK,2018-09-03,2017
1467,00151.HK,2018-09-04,2017
1468,08507.HK,2018-09-06,2018
1469,00412.HK,2018-09-06,2018
1470,00738.HK,2018-09-10,2018
1471,01116.HK,2018-09-11,2017
1472,08315.HK,2018-09-11,2018
1473,08067.HK,2018-09-12,2018
1474,08356.HK,2018-09-14,2017
1475,08511.HK,2018-09-14,2018
1476,00674.HK,2018-09-14,2018
1477,01633.HK,2018-09-17,2018
1478,03306.HK,2018-09-18,2017
1479,00401.HK,2018-09-18,2017
1480,01271.HK,2018-09-18,2017
1481,08200.HK,2018-09-18,2018
1482,08072.HK,2018-09-18,2017
1483,00932.HK,2018-09-19,2017
1484,00435.HK,2018-09-19,2017
1485,00247.HK,2018-09-20,2018
1486,01221.HK,2018-09-20,2018
1487,01686.HK,2018-09-20,2017
1488,00745.HK,2018-09-20,2018
1489,08316.HK,2018-09-20,2018
1490,00083.HK,2018-09-20,2018
1491,08319.HK,2018-09-21,2018
1492,08501.HK,2018-09-21,2018
1493,08295.HK,2018-09-21,2017
1494,00130.HK,2018-09-21,2018
1495,00336.HK,2018-09-21,2017
1496,08423.HK,2018-09-24,2018
1497,08545.HK,2018-09-24,2018
1498,01496.HK,2018-09-24,2018
1499,08041.HK,2018-09-26,2018
1500,08047.HK,2018-09-26,2017
1501,08143.HK,2018-09-26,2017
1502,08367.HK,2018-09-26,2018
1503,00899.HK,2018-09-26,2018
1504,02138.HK,2018-09-26,2018
1505,08422.HK,2018-09-27,2017
1506,08250.HK,2018-09-27,2018
1507,03998.HK,2018-09-27,2017
1508,08156.HK,2018-09-27,2018
1509,08149.HK,2018-09-28,2018
1510,08132.HK,2018-09-28,2018
1511,01660.HK,2018-09-28,2018
1512,08510.HK,2018-09-28,2017
1513,08300.HK,2018-09-28,2018
1514,08448.HK,2018-09-28,2018
1515,08262.HK,2018-09-28,2018
1516,01470.HK,2018-09-28,2018
1517,00030.HK,2018-09-28,2017
1518,08220.HK,2018-09-28,2017
1519,00681.HK,2018-09-28,2017
1520,01830.HK,2018-09-28,2018
