,stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
1407,01690.HK,23/07/2018,26/07/2019,14/04/2020,07/04/2021,11/04/2022,19/04/2023,
1408,01172.HK,,23/07/2018,19/07/2019,21/07/2020,23/07/2021,28/07/2022,26/07/2023
1409,06036.HK,23/07/2018,23/04/2019,21/04/2020,22/04/2021,31/05/2022,27/04/2023,
1410,00859.HK,23/07/2018,17/04/2019,11/05/2020,30/04/2021,29/04/2022,28/04/2023,
1411,01538.HK,20/07/2018,26/07/2019,,,,26/04/2023,
1412,01181.HK,20/07/2018,25/07/2019,23/07/2020,22/07/2021,31/05/2022,26/04/2023,
1413,02708.HK,,20/07/2018,26/07/2019,28/07/2020,29/07/2021,28/07/2022,28/07/2023
1414,02182.HK,20/07/2018,19/07/2019,14/07/2020,,26/04/2022,26/04/2023,
1415,03309.HK,19/07/2018,23/07/2019,23/06/2020,25/06/2021,30/05/2022,20/04/2023,
1416,01150.HK,19/07/2018,28/06/2019,27/07/2020,26/08/2021,03/05/2022,27/04/2023,
1417,00922.HK,,19/07/2018,11/07/2019,17/07/2020,16/07/2021,20/07/2022,25/07/2023
1418,01500.HK,,19/07/2018,,,22/07/2021,21/07/2022,20/07/2023
1419,02193.HK,,19/07/2018,19/07/2019,20/07/2020,21/07/2021,28/07/2022,28/07/2023
1420,01651.HK,19/07/2018,18/07/2019,16/07/2020,15/07/2021,15/07/2022,19/07/2023,
1421,00607.HK,19/07/2018,24/06/2019,29/05/2020,31/05/2021,26/05/2022,27/04/2023,
1422,00406.HK,,17/07/2018,17/07/2019,15/07/2020,15/07/2021,21/07/2022,17/07/2023
1423,03738.HK,16/07/2018,26/07/2019,29/07/2020,16/07/2021,31/05/2022,28/04/2023,
1424,01711.HK,16/07/2018,15/07/2019,06/07/2020,05/07/2021,21/07/2022,20/07/2023,
1425,00605.HK,13/07/2018,29/04/2019,24/04/2020,16/04/2021,27/05/2022,27/04/2023,
1426,02327.HK,13/07/2018,18/04/2019,29/04/2020,22/04/2021,29/04/2022,28/04/2023,
1427,01702.HK,13/07/2018,19/07/2019,15/07/2020,21/05/2021,25/04/2022,24/04/2023,
1428,01378.HK,12/07/2018,17/07/2019,06/07/2020,28/05/2021,30/05/2022,21/04/2023,
1429,00237.HK,,12/07/2018,17/07/2019,14/07/2020,14/07/2021,14/07/2022,12/07/2023
1430,02328.HK,12/07/2018,24/06/2019,18/06/2020,15/04/2021,29/04/2022,10/04/2023,
1431,00784.HK,,12/07/2018,25/07/2019,24/07/2020,23/07/2021,22/07/2022,21/07/2023
1432,00567.HK,11/07/2018,30/07/2019,29/07/2020,23/07/2021,26/07/2022,21/07/2023,
1433,01551.HK,10/07/2018,04/07/2019,29/06/2020,19/07/2021,31/05/2022,28/04/2023,
1434,01146.HK,06/07/2018,03/07/2019,10/07/2020,02/07/2021,31/05/2022,25/04/2023,
1435,03319.HK,06/07/2018,05/07/2019,06/07/2020,05/07/2021,27/05/2022,27/04/2023,
1436,00994.HK,05/07/2018,12/07/2019,17/07/2020,24/12/2021,28/04/2022,28/04/2023,
1437,03822.HK,,05/07/2018,,,08/07/2021,12/07/2022,05/07/2023
1438,02363.HK,04/07/2018,26/06/2019,08/06/2020,29/06/2021,31/05/2022,17/04/2023,
1439,01546.HK,,03/07/2018,11/07/2019,13/07/2020,12/07/2021,20/07/2022,18/07/2023
1440,06158.HK,03/07/2018,05/07/2019,22/06/2020,28/06/2021,27/05/2022,28/04/2023,
1441,01571.HK,29/06/2018,08/07/2019,29/06/2020,24/06/2021,26/05/2022,24/04/2023,
1442,08048.HK,29/06/2018,,,,31/03/2022,31/03/2023,
1443,00802.HK,29/06/2018,03/06/2019,30/06/2020,28/07/2021,25/05/2022,27/04/2023,
1444,08373.HK,29/06/2018,25/06/2019,26/06/2020,31/05/2021,26/05/2022,31/03/2023,
1445,08535.HK,29/06/2018,,,16/06/2021,06/06/2022,27/06/2023,
1446,08241.HK,,29/06/2018,20/06/2019,29/06/2020,30/06/2021,28/06/2022,26/06/2023
1447,08372.HK,,28/06/2018,27/06/2019,29/06/2020,25/06/2021,24/06/2022,26/06/2023
1448,08473.HK,28/06/2018,26/06/2019,29/06/2020,29/06/2021,28/06/2022,28/06/2023,
1449,08111.HK,,28/06/2018,01/07/2019,26/06/2020,29/09/2021,29/08/2022,29/06/2023
1450,08052.HK,28/06/2018,28/03/2019,14/05/2020,25/03/2021,30/03/2022,02/04/2023,
1451,08401.HK,28/06/2018,27/06/2019,26/06/2020,28/06/2021,28/06/2022,28/06/2023,
1452,08065.HK,28/06/2018,27/06/2019,06/08/2020,05/08/2021,26/08/2022,28/06/2023,
1453,08476.HK,,28/06/2018,30/05/2019,11/06/2020,18/06/2021,24/06/2022,16/06/2023
1454,08471.HK,28/06/2018,28/03/2019,26/03/2020,30/03/2021,30/03/2022,29/03/2023,
1455,08328.HK,27/06/2018,28/06/2019,29/06/2020,30/06/2021,31/05/2022,31/03/2023,
1456,08400.HK,27/06/2018,20/06/2019,09/06/2020,10/06/2021,,,
1457,08430.HK,27/06/2018,29/03/2019,30/03/2020,30/03/2021,01/04/2022,02/04/2023,
1458,08050.HK,,27/06/2018,27/06/2019,24/06/2020,25/06/2021,29/06/2022,26/06/2023
1459,08455.HK,,27/06/2018,28/06/2019,30/06/2020,30/06/2021,30/06/2022,30/06/2023
1460,08371.HK,27/06/2018,04/06/2019,18/06/2020,28/06/2021,,28/06/2023,
1461,08136.HK,27/06/2018,28/06/2019,24/06/2020,25/06/2021,27/06/2022,29/06/2023,
1462,08513.HK,26/06/2018,17/06/2019,17/06/2020,16/06/2021,13/05/2022,30/03/2023,
1463,00876.HK,26/06/2018,16/04/2019,29/04/2020,30/04/2021,29/04/2022,28/04/2023,
1464,08523.HK,,26/06/2018,27/06/2019,29/06/2020,29/06/2021,16/08/2022,03/07/2023
1465,08493.HK,25/06/2018,,25/05/2020,31/05/2021,29/09/2022,22/05/2023,
1466,08392.HK,25/06/2018,25/06/2019,24/06/2020,24/06/2021,27/06/2022,28/06/2023,
1467,08437.HK,25/06/2018,,30/03/2020,30/03/2021,31/03/2022,02/04/2023,
1468,00524.HK,25/06/2018,16/07/2019,14/08/2020,23/07/2021,26/04/2022,26/04/2023,
1469,00854.HK,,25/06/2018,24/06/2019,24/06/2020,25/06/2021,28/07/2022,30/06/2023
1470,03848.HK,24/06/2018,,,,25/04/2022,25/04/2023,
1471,08285.HK,22/06/2018,28/03/2019,,,,,
1472,08063.HK,22/06/2018,18/06/2019,04/06/2020,15/06/2021,30/05/2022,31/03/2023,
1473,08056.HK,22/06/2018,27/06/2019,29/06/2020,28/07/2021,12/08/2022,30/06/2023,
1474,01997.HK,22/06/2018,21/06/2019,11/05/2020,21/05/2021,26/05/2022,03/04/2023,
1475,08229.HK,22/06/2018,14/06/2019,29/05/2020,31/05/2021,20/05/2022,29/03/2023,
1476,06896.HK,21/06/2018,26/07/2019,23/07/2020,22/07/2021,31/05/2022,26/04/2023,
1477,01679.HK,21/06/2018,21/06/2019,13/05/2020,27/04/2021,28/04/2022,27/04/2023,
1478,08416.HK,21/06/2018,27/06/2019,29/06/2020,29/06/2021,30/05/2022,28/03/2023,
1479,08092.HK,19/06/2018,26/06/2019,23/06/2020,24/06/2021,27/06/2022,27/06/2023,
1480,08495.HK,04/06/2018,24/05/2019,24/06/2020,28/05/2021,26/05/2022,30/03/2023,
1481,08483.HK,,28/03/2019,27/03/2020,25/03/2021,24/03/2022,23/03/2023,
1482,01257.HK,31/05/2018,20/06/2019,19/06/2020,30/06/2021,31/05/2022,20/04/2023,
1483,02292.HK,31/05/2018,,,,,,
1484,01631.HK,29/05/2018,31/05/2019,22/05/2020,08/06/2021,20/05/2022,20/03/2023,
1485,08225.HK,28/05/2018,31/07/2019,22/06/2020,19/08/2021,04/04/2022,14/04/2023,
1486,01900.HK,21/05/2018,30/04/2019,15/05/2020,30/04/2021,20/04/2022,28/04/2023,
1487,00772.HK,18/05/2018,09/04/2019,27/04/2020,20/04/2021,19/04/2022,18/04/2023,
1488,06877.HK,18/05/2018,19/06/2019,23/06/2020,28/04/2021,14/04/2022,11/04/2023,
1489,08420.HK,17/05/2018,14/05/2019,22/06/2020,22/06/2021,30/03/2022,30/03/2023,
1490,08491.HK,,21/06/2019,19/06/2020,25/06/2021,31/05/2022,30/03/2023,
1491,08426.HK,11/05/2018,14/05/2019,27/03/2020,31/03/2021,30/03/2022,30/03/2023,
1492,08481.HK,11/05/2018,05/06/2019,07/05/2020,29/03/2021,28/03/2022,29/03/2023,
1493,00798.HK,,,,,,21/04/2023,
1494,00974.HK,30/04/2018,24/04/2019,22/04/2020,22/04/2021,26/05/2022,27/04/2023,
1495,01027.HK,30/04/2018,30/04/2019,28/04/2020,30/04/2021,29/04/2022,28/04/2023,
1496,00979.HK,30/04/2018,30/10/2019,28/10/2020,29/10/2021,24/10/2022,25/10/2023,
1497,06088.HK,29/04/2018,03/05/2019,07/05/2020,25/05/2021,31/05/2022,28/04/2023,
1498,01638.HK,27/04/2018,29/04/2019,29/04/2020,29/04/2021,28/04/2023,28/04/2023,
1499,02098.HK,27/04/2018,15/05/2019,13/07/2020,23/07/2021,13/05/2022,26/04/2023,
1500,01383.HK,27/04/2018,30/04/2019,11/06/2020,28/04/2021,28/04/2022,27/04/2023,
1501,03686.HK,27/04/2018,,24/04/2020,26/05/2021,31/05/2022,25/04/2023,
1502,02112.HK,27/04/2018,29/04/2019,30/07/2020,30/04/2021,03/05/2022,31/03/2023,
1503,02337.HK,27/04/2018,16/04/2019,17/04/2020,28/04/2021,25/04/2022,25/04/2023,
1504,01207.HK,27/04/2018,30/04/2019,17/05/2020,28/04/2021,29/04/2022,28/08/2023,
1505,01720.HK,27/04/2018,29/04/2019,28/04/2020,28/04/2021,28/04/2022,27/04/2023,
1506,00882.HK,27/04/2018,26/04/2019,15/05/2020,28/04/2021,27/04/2022,26/04/2023,
1507,01417.HK,27/04/2018,26/04/2019,24/04/2020,23/04/2021,22/04/2022,21/04/2023,
1508,00115.HK,26/04/2018,26/04/2019,28/04/2020,28/04/2021,28/04/2022,26/04/2023,
1509,02025.HK,26/04/2018,30/04/2019,23/04/2020,27/04/2021,25/04/2022,26/04/2023,
1510,00431.HK,26/04/2018,17/04/2019,14/04/2020,30/04/2021,29/04/2022,27/04/2023,
1511,01495.HK,26/04/2018,25/04/2019,23/04/2020,26/04/2021,30/11/2022,21/08/2023,
1512,00953.HK,26/04/2018,25/04/2019,27/04/2020,26/04/2021,28/04/2022,27/04/2023,
1513,01312.HK,26/04/2018,29/04/2019,14/05/2020,26/04/2021,27/04/2022,26/04/2023,
1514,01730.HK,26/04/2018,28/02/2019,28/02/2020,26/02/2021,28/02/2022,28/02/2023,
1515,01789.HK,26/04/2018,24/04/2019,28/04/2020,28/04/2021,02/05/2022,27/04/2023,
1516,05310.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1517,05311.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1518,05367.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1519,05379.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1520,05567.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1521,05580.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1522,05602.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1523,05626.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1524,05821.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1525,05855.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
1526,02858.HK,26/04/2018,04/04/2019,20/04/2020,01/04/2021,14/04/2022,13/03/2023,
1527,02298.HK,26/04/2018,29/04/2019,28/04/2020,28/04/2021,27/04/2022,27/04/2023,
1528,02232.HK,26/04/2018,23/07/2019,20/07/2020,19/07/2021,21/04/2022,25/04/2023,
1529,01183.HK,26/04/2018,26/04/2019,24/04/2020,26/04/2021,25/04/2022,25/04/2023,
1530,06866.HK,26/04/2018,29/04/2019,27/04/2020,30/04/2021,27/04/2022,25/04/2023,
1531,02666.HK,26/04/2018,29/04/2019,23/04/2020,21/04/2021,20/04/2022,24/04/2023,
1532,06830.HK,26/04/2018,18/04/2019,27/04/2020,17/05/2021,29/04/2022,28/04/2023,
1533,02371.HK,26/04/2018,26/04/2019,04/05/2020,22/04/2021,26/04/2022,26/04/2023,
1534,02222.HK,26/04/2018,23/04/2019,28/04/2020,28/04/2021,27/04/2022,27/04/2023,
1535,03699.HK,26/04/2018,25/04/2019,23/04/2020,22/04/2021,25/04/2022,25/04/2023,
1536,01066.HK,26/04/2018,29/04/2019,18/05/2020,30/06/2021,31/05/2022,27/04/2023,
1537,00675.HK,26/04/2018,26/04/2019,23/04/2020,26/04/2021,26/04/2022,25/04/2023,
1538,00550.HK,26/04/2018,29/04/2019,29/04/2020,22/04/2021,29/04/2022,28/04/2023,
1539,02116.HK,26/04/2018,25/04/2019,24/04/2020,21/04/2021,19/04/2022,21/04/2023,
1540,01439.HK,26/04/2018,26/04/2019,23/06/2020,23/08/2021,27/05/2022,,
1541,01932.HK,26/04/2018,26/04/2019,24/04/2020,21/04/2021,27/04/2022,25/04/2023,
1542,00323.HK,26/04/2018,22/03/2019,31/03/2020,25/03/2021,23/03/2022,31/03/2023,
1543,02323.HK,26/04/2018,26/04/2019,28/04/2020,30/04/2021,10/06/2022,28/04/2023,
1544,02269.HK,26/04/2018,26/04/2019,27/04/2020,27/04/2021,27/04/2022,27/04/2023,
1545,01278.HK,25/04/2018,29/04/2019,28/04/2020,23/04/2021,28/04/2022,27/04/2023,
1546,02877.HK,25/04/2018,26/04/2019,24/04/2020,26/04/2021,28/04/2022,27/04/2023,
1547,01450.HK,25/04/2018,25/04/2019,28/04/2020,15/04/2021,22/04/2022,26/04/2023,
1548,01695.HK,25/04/2018,26/04/2019,20/04/2020,16/04/2021,20/04/2022,20/04/2023,
1549,01696.HK,25/04/2018,25/04/2019,03/06/2020,29/04/2021,26/04/2022,25/04/2023,
1550,01118.HK,24/04/2018,,28/04/2020,23/04/2021,28/04/2022,27/04/2023,
1551,00889.HK,24/04/2018,29/04/2019,27/04/2020,27/04/2021,27/04/2022,26/04/2023,
1552,06113.HK,24/04/2018,14/05/2019,20/07/2020,17/06/2021,13/05/2022,28/04/2023,
1553,01332.HK,24/04/2018,18/04/2019,29/04/2020,14/04/2021,28/04/2022,27/04/2023,
1554,03326.HK,24/04/2018,23/04/2019,28/04/2020,05/05/2021,29/04/2022,28/04/2023,
1555,00695.HK,23/04/2018,10/04/2019,24/04/2020,16/04/2021,20/04/2022,25/04/2023,
1556,06189.HK,23/04/2018,25/04/2019,24/04/2020,29/04/2021,11/05/2022,14/11/2023,
1557,02225.HK,23/04/2018,29/04/2019,29/04/2020,29/04/2021,29/04/2022,28/04/2023,
1558,06060.HK,23/04/2018,09/04/2019,08/04/2020,26/03/2021,27/04/2022,26/04/2023,
1559,01707.HK,23/04/2018,29/04/2019,27/04/2020,27/04/2021,26/04/2022,25/04/2023,
1560,03300.HK,23/04/2018,29/04/2019,27/04/2020,26/04/2021,27/04/2022,25/04/2023,
1561,01683.HK,23/04/2018,23/04/2019,27/04/2020,28/04/2021,26/04/2022,28/04/2023,
1562,00354.HK,23/04/2018,30/04/2019,28/04/2020,23/04/2021,25/04/2022,28/04/2023,
1563,00111.HK,20/04/2018,17/04/2019,23/04/2020,22/04/2021,04/04/2022,25/04/2023,
1564,00947.HK,20/04/2018,16/04/2019,28/04/2020,21/04/2021,26/04/2022,20/04/2023,
1565,03329.HK,20/04/2018,23/04/2019,23/04/2020,23/04/2021,28/04/2022,21/04/2023,
1566,01722.HK,20/04/2018,18/04/2019,22/04/2020,23/04/2021,10/08/2022,27/04/2023,
1567,01289.HK,20/04/2018,18/04/2019,28/04/2020,28/04/2021,28/04/2022,21/04/2023,
1568,01706.HK,20/04/2018,17/04/2019,22/04/2020,21/04/2021,21/04/2022,27/04/2023,
1569,01452.HK,19/04/2018,26/04/2019,28/04/2020,26/04/2021,28/04/2022,26/04/2023,
1570,01420.HK,19/04/2018,24/04/2019,22/04/2020,21/04/2021,25/04/2022,24/04/2023,
1571,00724.HK,19/04/2018,25/04/2019,23/04/2020,29/04/2021,28/04/2022,27/04/2023,
1572,00653.HK,19/04/2018,17/04/2019,17/04/2020,08/07/2021,04/05/2023,01/05/2023,
1573,01208.HK,19/04/2018,17/04/2019,17/04/2020,16/04/2021,26/04/2022,24/04/2023,
1574,00379.HK,19/04/2018,24/04/2019,21/04/2020,28/04/2021,28/04/2022,27/04/2023,
1575,01938.HK,19/04/2018,18/04/2019,28/04/2020,22/04/2021,13/05/2022,24/04/2023,
1576,06083.HK,19/04/2018,25/07/2019,23/06/2020,20/07/2021,31/05/2022,27/04/2023,
1577,00496.HK,19/04/2018,21/03/2019,14/05/2020,26/04/2021,27/04/2022,27/04/2023,
1578,02122.HK,19/04/2018,28/06/2019,17/07/2020,27/04/2021,28/04/2022,26/04/2023,
1579,01826.HK,19/04/2018,26/04/2019,15/05/2020,28/04/2021,28/04/2022,28/04/2023,
1580,03688.HK,18/04/2018,17/04/2019,24/04/2020,23/04/2021,21/04/2022,25/04/2023,
1581,00676.HK,18/04/2018,23/04/2019,27/04/2020,27/04/2021,22/04/2022,27/04/2023,
1582,00032.HK,18/04/2018,12/04/2019,09/04/2020,14/04/2021,12/04/2022,18/04/2023,
1583,00563.HK,17/04/2018,11/04/2019,14/04/2020,14/04/2021,14/04/2022,14/04/2023,
1584,00952.HK,17/04/2018,17/04/2019,28/04/2020,19/04/2021,28/04/2022,27/04/2023,
1585,00271.HK,17/04/2018,09/04/2019,09/04/2020,14/04/2021,05/05/2022,19/04/2023,
1586,01728.HK,17/04/2018,29/04/2019,13/05/2020,29/04/2021,28/04/2022,18/04/2023,
1587,01232.HK,17/04/2018,17/04/2019,17/04/2020,19/04/2021,22/04/2022,20/04/2023,
1588,01693.HK,17/04/2018,14/01/2019,28/02/2020,28/01/2021,,28/07/2022,28/07/2023
1589,02028.HK,17/04/2018,15/04/2019,20/04/2020,20/04/2021,22/04/2022,25/04/2023,
1590,02768.HK,16/04/2018,29/04/2019,16/04/2020,27/04/2021,27/05/2022,,
1591,01676.HK,16/04/2018,10/07/2019,13/07/2020,23/07/2021,02/06/2022,27/10/2023,
1592,00752.HK,16/04/2018,18/04/2019,09/04/2020,20/04/2021,28/03/2022,22/03/2023,
1593,00715.HK,13/04/2018,29/04/2019,28/04/2020,26/04/2021,27/04/2022,27/04/2023,
1594,01215.HK,13/04/2018,16/04/2019,22/04/2020,22/04/2021,25/04/2022,21/04/2023,
1595,06868.HK,12/04/2018,04/04/2019,08/04/2020,13/04/2021,14/04/2022,13/04/2023,
1596,01345.HK,12/04/2018,16/04/2019,28/04/2020,22/04/2021,13/04/2022,24/04/2023,
1597,06885.HK,12/04/2018,31/03/2019,29/04/2020,26/04/2021,28/04/2022,24/04/2023,
1598,03919.HK,12/04/2018,10/04/2019,16/04/2020,19/04/2021,21/04/2022,24/04/2023,
1599,00075.HK,12/04/2018,,,14/04/2021,12/04/2022,21/04/2023,
1600,02880.HK,,24/04/2019,27/04/2020,26/04/2021,26/04/2022,25/04/2023,
1601,02399.HK,11/04/2018,26/04/2019,15/05/2020,30/04/2021,10/05/2022,28/04/2023,
1602,05093.HK,10/04/2018,01/04/2019,02/04/2020,08/04/2021,07/04/2022,06/04/2023,
1603,05094.HK,10/04/2018,01/04/2019,02/04/2020,08/04/2021,07/04/2022,06/04/2023,
1604,01282.HK,10/04/2018,05/07/2019,23/07/2020,30/07/2021,31/05/2022,28/04/2023,
1605,01836.HK,10/04/2018,03/04/2019,07/04/2020,07/04/2021,06/04/2022,03/04/2023,
1606,00814.HK,09/04/2018,08/04/2019,29/04/2020,21/04/2021,21/04/2022,25/04/2023,
1607,01962.HK,09/04/2018,11/04/2019,08/04/2020,08/04/2021,06/04/2022,11/04/2023,
1608,00804.HK,09/04/2018,01/04/2019,14/04/2020,29/04/2021,29/04/2022,28/04/2023,
1609,00916.HK,08/04/2018,04/04/2019,17/04/2020,27/04/2021,28/04/2022,29/03/2023,
1610,00887.HK,06/04/2018,09/04/2019,22/04/2020,21/04/2021,21/04/2022,24/04/2023,
1611,00352.HK,06/04/2018,15/04/2019,,27/04/2021,29/04/2022,27/04/2023,
1612,01007.HK,06/04/2018,19/06/2019,15/05/2020,23/04/2021,28/04/2022,28/04/2023,
1613,03389.HK,06/04/2018,04/04/2019,05/06/2020,08/04/2021,04/04/2022,03/04/2023,
1614,01396.HK,06/04/2018,15/04/2019,17/04/2020,28/04/2021,29/04/2022,28/04/2023,
1615,01038.HK,04/04/2018,08/04/2019,06/04/2020,30/04/2021,29/04/2022,13/04/2023,
1616,02203.HK,04/04/2018,10/04/2019,28/04/2020,28/04/2021,28/04/2022,26/04/2023,
1617,08237.HK,29/03/2018,29/03/2019,14/05/2020,31/03/2021,12/05/2022,,
1618,02611.HK,29/03/2018,20/03/2019,24/03/2020,25/03/2021,30/03/2022,29/03/2023,
1619,00894.HK,29/03/2018,02/04/2019,16/04/2020,08/04/2021,22/04/2022,27/04/2023,
1620,08362.HK,29/03/2018,29/03/2019,30/03/2020,29/03/2021,31/03/2022,27/03/2023,
1621,08519.HK,29/03/2018,,,,13/05/2022,30/03/2023,
1622,08385.HK,29/03/2018,26/03/2019,07/05/2020,31/03/2021,01/04/2022,31/03/2023,
1623,08377.HK,29/03/2018,14/05/2019,30/06/2020,28/05/2021,27/05/2022,29/03/2023,
1624,08018.HK,29/03/2018,28/03/2019,30/03/2020,30/03/2021,16/05/2022,29/03/2023,
1625,08176.HK,28/03/2018,29/03/2019,29/04/2020,01/04/2021,20/05/2022,31/03/2023,
1626,08419.HK,28/03/2018,29/03/2019,27/03/2020,29/03/2021,31/03/2022,31/03/2023,
1627,08249.HK,28/03/2018,28/03/2019,24/06/2020,25/06/2021,30/03/2022,30/03/2023,
1628,08462.HK,28/03/2018,28/03/2019,17/03/2020,25/03/2021,31/03/2022,31/03/2023,
1629,08350.HK,28/03/2018,29/03/2019,30/03/2020,30/03/2021,01/04/2022,30/03/2023,
1630,08205.HK,28/03/2018,28/03/2019,31/03/2020,01/04/2021,29/04/2022,31/03/2023,
1631,08405.HK,28/03/2018,18/03/2019,31/03/2020,30/03/2021,30/03/2022,30/03/2023,
1632,08406.HK,28/03/2018,29/03/2019,14/05/2020,30/03/2021,30/03/2022,29/03/2023,
1633,08257.HK,28/03/2018,27/03/2019,19/03/2020,24/03/2021,28/03/2022,22/03/2023,
1634,01883.HK,28/03/2018,,,,,,
1635,08480.HK,28/03/2018,28/03/2019,14/05/2020,29/03/2021,30/03/2022,30/03/2023,
1636,08291.HK,28/03/2018,09/07/2019,06/05/2020,30/06/2021,11/05/2022,02/04/2023,
1637,08152.HK,28/03/2018,28/03/2019,06/04/2020,29/03/2021,,31/03/2023,
1638,08120.HK,28/03/2018,28/03/2019,30/03/2020,30/03/2021,29/03/2022,30/03/2023,
1639,02886.HK,28/03/2018,,09/04/2020,01/04/2021,31/03/2022,12/04/2023,
1640,08073.HK,28/03/2018,29/03/2019,30/06/2020,30/06/2021,30/05/2022,31/03/2023,
1641,08375.HK,27/03/2018,28/03/2019,30/03/2020,30/03/2021,30/03/2022,30/03/2023,
1642,01217.HK,27/03/2018,,31/03/2020,30/03/2021,30/03/2022,13/04/2023,
1643,08035.HK,27/03/2018,08/11/2019,30/03/2020,31/03/2021,31/05/2022,30/03/2023,
1644,00884.HK,26/03/2018,09/04/2019,08/07/2020,11/06/2021,31/05/2022,03/11/2023,
1645,08429.HK,26/03/2018,27/03/2019,30/03/2020,29/03/2021,30/03/2022,30/03/2023,
1646,08360.HK,25/03/2018,14/05/2019,23/06/2020,25/06/2021,24/05/2022,30/03/2023,
1647,00027.HK,23/03/2018,28/03/2019,30/03/2020,29/03/2021,28/03/2022,19/04/2023,
1648,06898.HK,21/03/2018,29/03/2019,08/04/2020,08/04/2021,12/04/2022,21/04/2023,
1649,01005.HK,20/03/2018,02/04/2019,22/04/2020,12/04/2021,13/04/2022,17/04/2023,
1650,01317.HK,16/03/2018,28/02/2019,18/02/2020,21/01/2021,26/01/2022,12/10/2023,21/12/2023
1651,00174.HK,15/03/2018,12/03/2019,17/03/2020,29/03/2021,31/03/2022,04/04/2023,
1652,03331.HK,12/03/2018,11/03/2019,11/03/2020,29/06/2021,31/05/2022,11/04/2023,
1653,00982.HK,05/03/2018,26/04/2019,24/04/2020,22/04/2021,28/04/2022,27/04/2023,
1654,06068.HK,02/03/2018,01/03/2019,06/03/2020,12/03/2021,31/01/2022,31/01/2023,28/12/2023
1655,08383.HK,14/02/2018,27/02/2019,25/02/2020,19/02/2021,28/01/2022,30/01/2023,
1656,06163.HK,05/02/2018,26/02/2019,21/02/2020,24/02/2021,25/02/2022,16/02/2023,
1657,00513.HK,30/01/2018,25/01/2019,24/01/2020,21/01/2021,29/11/2021,30/11/2022,25/10/2023
1658,08169.HK,30/01/2018,15/04/2019,02/04/2020,23/04/2021,31/03/2022,30/03/2023,
1659,02324.HK,30/01/2019,23/01/2020,28/01/2021,04/02/2022,30/01/2023,,
1660,00860.HK,25/01/2018,30/01/2019,23/01/2020,28/01/2021,27/01/2022,27/04/2023,
1661,01611.HK,23/01/2018,10/01/2019,07/01/2020,22/01/2021,25/01/2022,26/01/2023,
1662,00330.HK,16/01/2018,11/01/2019,15/01/2020,31/05/2021,31/05/2022,27/04/2023,
1663,08293.HK,12/01/2018,,24/01/2020,,,,30/10/2023
1664,00158.HK,12/01/2018,02/01/2019,,,,,
1665,00756.HK,02/01/2018,08/01/2019,24/01/2020,28/01/2021,26/01/2022,31/01/2023,30/10/2023
1666,00907.HK,,30/12/2019,28/07/2020,16/07/2021,29/07/2022,31/07/2023,
1667,01849.HK,,,27/12/2019,15/12/2020,29/11/2021,26/10/2023,
1668,00022.HK,,,29/10/2019,29/10/2020,28/10/2021,31/08/2022,25/07/2023
1669,02230.HK,,,29/10/2019,30/07/2020,29/07/2021,28/07/2022,27/07/2023
1670,00254.HK,28/10/2019,28/10/2019,30/10/2020,15/07/2021,31/05/2022,,30/10/2023
1671,08366.HK,,,25/10/2019,30/12/2020,28/01/2022,30/09/2022,28/07/2023
1672,01723.HK,,,24/10/2019,23/10/2020,25/10/2021,31/08/2022,27/07/2023
1673,00519.HK,,,24/10/2019,27/10/2020,28/10/2021,27/10/2022,30/10/2023
1674,01073.HK,,23/10/2019,23/04/2020,23/04/2021,21/04/2022,21/04/2023,
1675,02189.HK,,,22/10/2019,07/10/2020,07/10/2021,31/08/2022,18/07/2023
1676,01939.HK,,,18/10/2019,29/09/2020,27/07/2021,26/07/2022,28/07/2023
1677,01903.HK,,,18/10/2019,14/10/2020,19/10/2021,19/10/2022,18/10/2023
1678,00924.HK,,,18/10/2019,,,27/10/2023,
1679,00846.HK,10/10/2019,10/10/2019,,21/04/2021,29/04/2022,20/04/2023,
1680,01793.HK,,02/10/2019,11/09/2020,,,,
1681,08487.HK,,27/09/2019,16/09/2020,28/09/2021,26/09/2022,29/09/2023,
1682,01841.HK,,26/09/2019,28/09/2020,28/09/2021,26/08/2022,25/07/2023,
1683,08609.HK,,,25/09/2019,15/09/2020,16/09/2021,29/06/2022,30/06/2023
