stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
00175.HK,25/05/2018,NA,NA,NA,NA,NA,NA
01913.HK,25/05/2018,NA,NA,NA,NA,NA,NA
02178.HK,24/05/2018,NA,NA,NA,NA,NA,NA
01210.HK,24/05/2018,NA,NA,NA,NA,NA,NA
02020.HK,21/05/2018,NA,NA,NA,NA,NA,NA
01359.HK,21/05/2018,NA,NA,NA,NA,NA,NA
00066.HK,21/05/2018,NA,NA,NA,NA,NA,NA
01900.HK,21/05/2018,NA,NA,NA,NA,NA,NA
00123.HK,21/05/2018,NA,NA,NA,NA,NA,NA
00772.HK,18/05/2018,NA,NA,NA,NA,NA,NA
01862.HK,NA,NA,NA,NA,NA,NA,NA
00123.HK,18/05/2018,NA,NA,NA,NA,NA,NA
01788.HK,18/05/2018,NA,NA,NA,NA,NA,NA
06877.HK,18/05/2018,NA,NA,NA,NA,NA,NA
01339.HK,18/05/2018,NA,NA,NA,NA,NA,NA
03898.HK,17/05/2018,NA,NA,NA,NA,NA,NA
00626.HK,17/05/2018,NA,NA,NA,NA,NA,NA
08420.HK,17/05/2018,NA,NA,NA,NA,NA,NA
02378.HK,16/05/2018,NA,NA,NA,NA,NA,NA
00900.HK,15/05/2018,NA,NA,NA,NA,NA,NA
00778.HK,15/05/2018,NA,NA,NA,NA,NA,NA
08329.HK,14/05/2018,NA,NA,NA,NA,NA,NA
03369.HK,14/05/2018,NA,NA,NA,NA,NA,NA
01008.HK,14/05/2018,NA,NA,NA,NA,NA,NA
01093.HK,14/05/2018,NA,NA,NA,NA,NA,NA
01480.HK,14/05/2018,NA,NA,NA,NA,NA,NA
08491.HK,NA,14/05/2018,NA,NA,NA,NA,NA
02007.HK,14/05/2018,NA,NA,NA,NA,NA,NA
08426.HK,11/05/2018,NA,NA,NA,NA,NA,NA
00168.HK,11/05/2018,NA,NA,NA,NA,NA,NA
03336.HK,NA,NA,NA,NA,NA,NA,NA
02030.HK,11/05/2018,NA,NA,NA,NA,NA,NA
08481.HK,11/05/2018,NA,NA,NA,NA,NA,NA
03618.HK,10/05/2018,NA,NA,NA,NA,NA,NA
01799.HK,09/05/2018,NA,NA,NA,NA,NA,NA
02018.HK,09/05/2018,NA,NA,NA,NA,NA,NA
02016.HK,08/05/2018,NA,NA,NA,NA,NA,NA
01202.HK,07/05/2018,NA,NA,NA,NA,NA,NA
01910.HK,07/05/2018,NA,NA,NA,NA,NA,NA
01399.HK,NA,NA,NA,NA,NA,NA,NA
00818.HK,NA,NA,NA,NA,NA,NA,NA
00255.HK,NA,NA,NA,NA,NA,NA,NA
00809.HK,04/05/2018,NA,NA,NA,NA,NA,NA
03889.HK,04/05/2018,NA,NA,NA,NA,NA,NA
01616.HK,03/05/2018,NA,NA,NA,NA,NA,NA
01578.HK,03/05/2018,NA,NA,NA,NA,NA,NA
00798.HK,NA,NA,NA,NA,NA,NA,NA
00568.HK,30/04/2018,NA,NA,NA,NA,NA,NA
01281.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00755.HK,30/04/2018,NA,NA,NA,NA,NA,NA
03836.HK,30/04/2018,NA,NA,NA,NA,NA,NA
01003.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00708.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00974.HK,30/04/2018,NA,NA,NA,NA,NA,NA
01069.HK,30/04/2018,NA,NA,NA,NA,NA,NA
01027.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00979.HK,30/04/2018,NA,NA,NA,NA,NA,NA
01800.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00387.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00760.HK,30/04/2018,NA,NA,NA,NA,NA,NA
01518.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00286.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00529.HK,30/04/2018,NA,NA,NA,NA,NA,NA
01488.HK,30/04/2018,NA,NA,NA,NA,NA,NA
02608.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00726.HK,30/04/2018,NA,NA,NA,NA,NA,NA
03886.HK,30/04/2018,NA,NA,NA,NA,NA,NA
00750.HK,30/04/2018,NA,NA,NA,NA,NA,NA
06088.HK,29/04/2018,NA,NA,NA,NA,NA,NA
01918.HK,29/04/2018,NA,NA,NA,NA,NA,NA
01658.HK,27/04/2018,NA,NA,NA,NA,NA,NA
03380.HK,27/04/2018,NA,NA,NA,NA,NA,NA
03303.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00640.HK,NA,NA,NA,NA,NA,NA,NA
03313.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00840.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00009.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02338.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01361.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00505.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00861.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01638.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01145.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02362.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01026.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00007.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00718.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01141.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01196.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00707.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00988.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01121.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00487.HK,27/04/2018,NA,NA,NA,NA,NA,NA
06198.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02098.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01383.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00459.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01200.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01263.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00365.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00489.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00689.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01010.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01011.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00834.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00553.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01129.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01898.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00055.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00196.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01565.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00593.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00235.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00880.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01387.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02286.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01101.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00076.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01358.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01532.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02355.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00872.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00360.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02011.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02358.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00934.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01102.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01919.HK,27/04/2018,NA,NA,NA,NA,NA,NA
03686.HK,27/04/2018,NA,NA,NA,NA,NA,NA
03606.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00888.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00128.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00980.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00712.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00136.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02866.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02112.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01000.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02337.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00719.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01207.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01432.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01720.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00289.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00400.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00575.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02100.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00628.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01418.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00623.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00117.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00882.HK,27/04/2018,NA,NA,NA,NA,NA,NA
02002.HK,27/04/2018,NA,NA,NA,NA,NA,NA
01417.HK,27/04/2018,NA,NA,NA,NA,NA,NA
00811.HK,27/04/2018,NA,NA,NA,NA,NA,NA
03606.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00115.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00758.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02025.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01459.HK,26/04/2018,NA,NA,NA,NA,NA,NA
03900.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01628.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00431.HK,26/04/2018,NA,NA,NA,NA,NA,NA
06108.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01495.HK,26/04/2018,NA,NA,NA,NA,NA,NA
03301.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00656.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01636.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00953.HK,26/04/2018,NA,NA,NA,NA,NA,NA
08411.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01312.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01730.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00200.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02377.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01357.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00619.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01766.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01159.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00931.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00875.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01185.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01515.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00264.HK,NA,26/04/2018,NA,NA,NA,NA,NA
01789.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00564.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01599.HK,26/04/2018,NA,NA,NA,NA,NA,NA
03983.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01522.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01856.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00600.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00059.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05310.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05311.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05367.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05379.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05567.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05580.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05602.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05626.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05821.HK,26/04/2018,NA,NA,NA,NA,NA,NA
05855.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00500.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01285.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02858.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00098.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00317.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00863.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02298.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02232.HK,26/04/2018,NA,NA,NA,NA,NA,NA
03773.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00532.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00776.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01183.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00370.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00975.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00099.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01297.HK,26/04/2018,NA,NA,NA,NA,NA,NA
06866.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02666.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00439.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01265.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00913.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00039.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00757.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01037.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00588.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01568.HK,26/04/2018,NA,NA,NA,NA,NA,NA
06830.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02371.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02222.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01132.HK,26/04/2018,NA,NA,NA,NA,NA,NA
03699.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01555.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00065.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01066.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00091.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00144.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00675.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01596.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00550.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02116.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01114.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00556.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00422.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02349.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01049.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00701.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01680.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01439.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01932.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01371.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00710.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00839.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00433.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00323.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02323.HK,26/04/2018,NA,NA,NA,NA,NA,NA
00176.HK,26/04/2018,NA,NA,NA,NA,NA,NA
02269.HK,26/04/2018,NA,NA,NA,NA,NA,NA
01822.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00585.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00038.HK,25/04/2018,NA,NA,NA,NA,NA,NA
03339.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00308.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01798.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01278.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01108.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01117.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00116.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01980.HK,25/04/2018,NA,NA,NA,NA,NA,NA
03698.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00110.HK,25/04/2018,NA,NA,NA,NA,NA,NA
02330.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00139.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00764.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01669.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00102.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00184.HK,25/04/2018,NA,NA,NA,NA,NA,NA
03323.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01186.HK,25/04/2018,NA,NA,NA,NA,NA,NA
02877.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01157.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00260.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01450.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01370.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01666.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01695.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00428.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01696.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00636.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00733.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01661.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00506.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00995.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00180.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01583.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00410.HK,25/04/2018,NA,NA,NA,NA,NA,NA
03382.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00833.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00012.HK,25/04/2018,NA,NA,NA,NA,NA,NA
00209.HK,25/04/2018,NA,NA,NA,NA,NA,NA
01099.HK,25/04/2018,NA,NA,NA,NA,NA,NA
06136.HK,24/04/2018,NA,NA,NA,NA,NA,NA
01882.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00517.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00512.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00510.HK,24/04/2018,NA,NA,NA,NA,NA,NA
01118.HK,24/04/2018,NA,NA,NA,NA,NA,NA
02313.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00274.HK,24/04/2018,NA,NA,NA,NA,NA,NA
03709.HK,24/04/2018,NA,NA,NA,NA,NA,NA
02789.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00069.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00889.HK,24/04/2018,NA,NA,NA,NA,NA,NA
01610.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00187.HK,24/04/2018,NA,NA,NA,NA,NA,NA
01247.HK,24/04/2018,NA,NA,NA,NA,NA,NA
03633.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00583.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00831.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00630.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00108.HK,24/04/2018,NA,NA,NA,NA,NA,NA
01148.HK,24/04/2018,NA,NA,NA,NA,NA,NA
02342.HK,24/04/2018,NA,NA,NA,NA,NA,NA
06113.HK,24/04/2018,NA,NA,NA,NA,NA,NA
03393.HK,24/04/2018,NA,NA,NA,NA,NA,NA
00011.HK,24/04/2018,NA,NA,NA,NA,NA,NA
01332.HK,24/04/2018,NA,NA,NA,NA,NA,NA
02588.HK,24/04/2018,NA,NA,NA,NA,NA,NA
01478.HK,24/04/2018,NA,NA,NA,NA,NA,NA
03326.HK,24/04/2018,NA,NA,NA,NA,NA,NA
02001.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00695.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00145.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01498.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01831.HK,23/04/2018,NA,NA,NA,NA,NA,NA
06189.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00670.HK,23/04/2018,NA,NA,NA,NA,NA,NA
02225.HK,23/04/2018,NA,NA,NA,NA,NA,NA
06060.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00753.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01577.HK,23/04/2018,NA,NA,NA,NA,NA,NA
08282.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00230.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00256.HK,23/04/2018,NA,NA,NA,NA,NA,NA
02320.HK,23/04/2018,NA,NA,NA,NA,NA,NA
02869.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01707.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00003.HK,23/04/2018,NA,NA,NA,NA,NA,NA
06833.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01022.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00295.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00693.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00528.HK,23/04/2018,NA,NA,NA,NA,NA,NA
02623.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00668.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01979.HK,23/04/2018,NA,NA,NA,NA,NA,NA
06828.HK,23/04/2018,NA,NA,NA,NA,NA,NA
02188.HK,23/04/2018,NA,NA,NA,NA,NA,NA
03300.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00458.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01683.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00983.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00380.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01091.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00031.HK,23/04/2018,NA,NA,NA,NA,NA,NA
00354.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01080.HK,23/04/2018,NA,NA,NA,NA,NA,NA
01065.HK,20/04/2018,NA,NA,NA,NA,NA,NA
01105.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00111.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00947.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00551.HK,20/04/2018,NA,NA,NA,NA,NA,NA
06066.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00373.HK,20/04/2018,NA,NA,NA,NA,NA,NA
03329.HK,20/04/2018,NA,NA,NA,NA,NA,NA
01722.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00915.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00267.HK,20/04/2018,NA,NA,NA,NA,NA,NA
03623.HK,20/04/2018,NA,NA,NA,NA,NA,NA
02336.HK,20/04/2018,NA,NA,NA,NA,NA,NA
03813.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00586.HK,20/04/2018,NA,NA,NA,NA,NA,NA
01289.HK,20/04/2018,NA,NA,NA,NA,NA,NA
06188.HK,20/04/2018,NA,NA,NA,NA,NA,NA
01395.HK,20/04/2018,NA,NA,NA,NA,NA,NA
03689.HK,20/04/2018,NA,NA,NA,NA,NA,NA
06030.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00181.HK,20/04/2018,NA,NA,NA,NA,NA,NA
01520.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00881.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00871.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00450.HK,20/04/2018,NA,NA,NA,NA,NA,NA
01629.HK,20/04/2018,NA,NA,NA,NA,NA,NA
02699.HK,20/04/2018,NA,NA,NA,NA,NA,NA
01706.HK,20/04/2018,NA,NA,NA,NA,NA,NA
06878.HK,20/04/2018,NA,NA,NA,NA,NA,NA
00527.HK,20/04/2018,NA,NA,NA,NA,NA,NA
01452.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01420.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00239.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01097.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00724.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00653.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00622.HK,19/04/2018,NA,NA,NA,NA,NA,NA
02023.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00356.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00206.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00990.HK,19/04/2018,NA,NA,NA,NA,NA,NA
02012.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00511.HK,19/04/2018,NA,NA,NA,NA,NA,NA
03328.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00086.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00696.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01208.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00379.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01938.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00390.HK,19/04/2018,NA,NA,NA,NA,NA,NA
02728.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00926.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00878.HK,19/04/2018,NA,NA,NA,NA,NA,NA
06083.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00822.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00496.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00544.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00212.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01381.HK,19/04/2018,NA,NA,NA,NA,NA,NA
06899.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00082.HK,19/04/2018,NA,NA,NA,NA,NA,NA
02198.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00369.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00538.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01986.HK,19/04/2018,NA,NA,NA,NA,NA,NA
03330.HK,19/04/2018,NA,NA,NA,NA,NA,NA
02239.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00440.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01626.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00173.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00883.HK,19/04/2018,NA,NA,NA,NA,NA,NA
02356.HK,19/04/2018,NA,NA,NA,NA,NA,NA
03628.HK,19/04/2018,NA,NA,NA,NA,NA,NA
06118.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00339.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00709.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00956.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00229.HK,19/04/2018,NA,NA,NA,NA,NA,NA
00906.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01612.HK,19/04/2018,NA,NA,NA,NA,NA,NA
03838.HK,19/04/2018,NA,NA,NA,NA,NA,NA
01808.HK,19/04/2018,NA,NA,NA,NA,NA,NA
