stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
02319.HK,NA,24/07/2019,NA,NA,NA,NA,NA
01168.HK,NA,24/07/2019,NA,NA,NA,NA,NA
02899.HK,NA,24/07/2019,NA,NA,NA,NA,NA
00603.HK,NA,24/07/2019,NA,NA,NA,NA,NA
03683.HK,NA,NA,24/07/2019,NA,NA,NA,NA
01223.HK,NA,24/07/2019,NA,NA,NA,NA,NA
01897.HK,NA,24/07/2019,NA,NA,NA,NA,NA
01615.HK,NA,24/07/2019,NA,NA,NA,NA,NA
00789.HK,NA,24/07/2019,NA,NA,NA,NA,NA
00498.HK,NA,NA,24/07/2019,NA,NA,NA,NA
03768.HK,NA,24/07/2019,NA,NA,NA,NA,NA
01182.HK,NA,24/07/2019,NA,NA,NA,NA,NA
01273.HK,NA,NA,24/07/2019,NA,NA,NA,NA
02601.HK,NA,24/07/2019,NA,NA,NA,NA,NA
00251.HK,NA,24/07/2019,NA,NA,NA,NA,NA
01293.HK,NA,24/07/2019,NA,NA,NA,NA,NA
01708.HK,NA,24/07/2019,NA,NA,NA,NA,NA
01697.HK,NA,23/07/2019,NA,NA,NA,NA,NA
06806.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01632.HK,NA,NA,23/07/2019,NA,NA,NA,NA
02341.HK,NA,23/07/2019,NA,NA,NA,NA,NA
03309.HK,NA,23/07/2019,NA,NA,NA,NA,NA
00397.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01216.HK,NA,23/07/2019,NA,NA,NA,NA,NA
00732.HK,NA,23/07/2019,NA,NA,NA,NA,NA
03395.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01116.HK,NA,23/07/2019,NA,NA,NA,NA,NA
00258.HK,NA,23/07/2019,NA,NA,NA,NA,NA
00711.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01327.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01298.HK,NA,23/07/2019,NA,NA,NA,NA,NA
00425.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01051.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01025.HK,NA,NA,23/07/2019,NA,NA,NA,NA
02232.HK,NA,23/07/2019,NA,NA,NA,NA,NA
00392.HK,NA,23/07/2019,NA,NA,NA,NA,NA
00661.HK,NA,23/07/2019,NA,NA,NA,NA,NA
00943.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01703.HK,NA,NA,23/07/2019,NA,NA,NA,NA
01246.HK,NA,NA,23/07/2019,NA,NA,NA,NA
02322.HK,NA,NA,23/07/2019,NA,NA,NA,NA
01458.HK,NA,23/07/2019,NA,NA,NA,NA,NA
01381.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01580.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01446.HK,NA,22/07/2019,NA,NA,NA,NA,NA
00305.HK,NA,22/07/2019,NA,NA,NA,NA,NA
00837.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01110.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01585.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01958.HK,NA,22/07/2019,NA,NA,NA,NA,NA
03311.HK,NA,22/07/2019,NA,NA,NA,NA,NA
00467.HK,NA,22/07/2019,NA,NA,NA,NA,NA
00609.HK,NA,22/07/2019,NA,NA,NA,NA,NA
00637.HK,NA,NA,NA,NA,NA,NA,NA
01896.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01788.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01851.HK,NA,22/07/2019,NA,NA,NA,NA,NA
00780.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01170.HK,NA,NA,22/07/2019,NA,NA,NA,NA
00966.HK,NA,22/07/2019,NA,NA,NA,NA,NA
00114.HK,NA,NA,22/07/2019,NA,NA,NA,NA
01985.HK,NA,NA,22/07/2019,NA,NA,NA,NA
01499.HK,NA,NA,22/07/2019,NA,NA,NA,NA
00346.HK,NA,22/07/2019,NA,NA,NA,NA,NA
02128.HK,NA,22/07/2019,NA,NA,NA,NA,NA
01702.HK,NA,19/07/2019,NA,NA,NA,NA,NA
00842.HK,NA,19/07/2019,NA,NA,NA,NA,NA
03321.HK,NA,19/07/2019,NA,NA,NA,NA,NA
01231.HK,NA,19/07/2019,NA,NA,NA,NA,NA
02009.HK,NA,19/07/2019,NA,NA,NA,NA,NA
08029.HK,NA,19/07/2019,NA,NA,NA,NA,NA
02329.HK,NA,19/07/2019,NA,NA,NA,NA,NA
02226.HK,NA,19/07/2019,NA,NA,NA,NA,NA
06190.HK,NA,19/07/2019,NA,NA,NA,NA,NA
01665.HK,NA,19/07/2019,NA,NA,NA,NA,NA
03816.HK,NA,NA,19/07/2019,NA,NA,NA,NA
02182.HK,NA,19/07/2019,NA,NA,NA,NA,NA
02193.HK,NA,NA,19/07/2019,NA,NA,NA,NA
01172.HK,NA,NA,19/07/2019,NA,NA,NA,NA
00265.HK,NA,19/07/2019,NA,NA,NA,NA,NA
01865.HK,NA,NA,19/07/2019,NA,NA,NA,NA
00468.HK,NA,19/07/2019,NA,NA,NA,NA,NA
00178.HK,NA,19/07/2019,NA,NA,NA,NA,NA
00858.HK,NA,NA,19/07/2019,NA,NA,NA,NA
01689.HK,NA,19/07/2019,NA,NA,NA,NA,NA
00604.HK,NA,19/07/2019,NA,NA,NA,NA,NA
01034.HK,NA,19/07/2019,NA,NA,NA,NA,NA
01672.HK,NA,19/07/2019,NA,NA,NA,NA,NA
06133.HK,NA,19/07/2019,NA,NA,NA,NA,NA
03638.HK,NA,NA,19/07/2019,NA,NA,NA,NA
00178.HK,NA,19/07/2019,NA,NA,NA,NA,NA
01052.HK,NA,19/07/2019,NA,NA,NA,NA,NA
01193.HK,NA,18/07/2019,NA,NA,NA,NA,NA
00751.HK,NA,18/07/2019,NA,NA,NA,NA,NA
01468.HK,NA,NA,18/07/2019,NA,NA,NA,NA
00650.HK,NA,NA,18/07/2019,NA,NA,NA,NA
00127.HK,NA,18/07/2019,NA,NA,NA,NA,NA
01198.HK,NA,18/07/2019,NA,NA,NA,NA,NA
00768.HK,NA,NA,18/07/2019,NA,NA,NA,NA
03963.HK,NA,NA,18/07/2019,NA,NA,NA,NA
01811.HK,NA,18/07/2019,NA,NA,NA,NA,NA
08341.HK,NA,18/07/2019,NA,NA,NA,NA,NA
08341.HK,18/07/2019,NA,NA,NA,NA,NA,NA
01128.HK,NA,18/07/2019,NA,NA,NA,NA,NA
01783.HK,NA,NA,18/07/2019,NA,NA,NA,NA
00813.HK,NA,18/07/2019,NA,NA,NA,NA,NA
00398.HK,NA,NA,18/07/2019,NA,NA,NA,NA
01338.HK,NA,18/07/2019,NA,NA,NA,NA,NA
01718.HK,NA,18/07/2019,NA,NA,NA,NA,NA
02019.HK,NA,18/07/2019,NA,NA,NA,NA,NA
01475.HK,NA,18/07/2019,NA,NA,NA,NA,NA
00328.HK,NA,NA,18/07/2019,NA,NA,NA,NA
00234.HK,NA,NA,18/07/2019,NA,NA,NA,NA
01651.HK,NA,18/07/2019,NA,NA,NA,NA,NA
00077.HK,NA,18/07/2019,NA,NA,NA,NA,NA
02221.HK,NA,NA,18/07/2019,NA,NA,NA,NA
01469.HK,NA,NA,17/07/2019,NA,NA,NA,NA
00064.HK,NA,NA,17/07/2019,NA,NA,NA,NA
00976.HK,NA,17/07/2019,NA,NA,NA,NA,NA
02139.HK,NA,17/07/2019,NA,NA,NA,NA,NA
00406.HK,NA,NA,17/07/2019,NA,NA,NA,NA
00237.HK,NA,NA,17/07/2019,NA,NA,NA,NA
01338.HK,NA,NA,NA,NA,NA,NA,NA
01378.HK,NA,17/07/2019,NA,NA,NA,NA,NA
06829.HK,NA,17/07/2019,NA,NA,NA,NA,NA
00181.HK,NA,17/07/2019,NA,NA,NA,NA,NA
00088.HK,NA,NA,17/07/2019,NA,NA,NA,NA
01375.HK,NA,17/07/2019,NA,NA,NA,NA,NA
01483.HK,NA,17/07/2019,NA,NA,NA,NA,NA
01123.HK,NA,17/07/2019,NA,NA,NA,NA,NA
00353.HK,NA,17/07/2019,NA,NA,NA,NA,NA
01070.HK,NA,17/07/2019,NA,NA,NA,NA,NA
02663.HK,NA,NA,17/07/2019,NA,NA,NA,NA
06826.HK,NA,16/07/2019,NA,NA,NA,NA,NA
02616.HK,NA,16/07/2019,NA,NA,NA,NA,NA
00195.HK,NA,16/07/2019,NA,NA,NA,NA,NA
01237.HK,NA,16/07/2019,NA,NA,NA,NA,NA
00524.HK,NA,16/07/2019,NA,NA,NA,NA,NA
00345.HK,NA,16/07/2019,NA,NA,NA,NA,NA
03969.HK,NA,16/07/2019,NA,NA,NA,NA,NA
02238.HK,NA,16/07/2019,NA,NA,NA,NA,NA
00291.HK,NA,16/07/2019,NA,NA,NA,NA,NA
01663.HK,NA,16/07/2019,NA,NA,NA,NA,NA
00058.HK,NA,16/07/2019,NA,NA,NA,NA,NA
01235.HK,NA,NA,16/07/2019,NA,NA,NA,NA
00084.HK,NA,NA,16/07/2019,NA,NA,NA,NA
01884.HK,NA,16/07/2019,NA,NA,NA,NA,NA
02003.HK,NA,16/07/2019,NA,NA,NA,NA,NA
02389.HK,NA,15/07/2019,NA,NA,NA,NA,NA
02066.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01910.HK,NA,15/07/2019,NA,NA,NA,NA,NA
00408.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01572.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01316.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01569.HK,NA,15/07/2019,NA,NA,NA,NA,NA
03398.HK,NA,15/07/2019,NA,NA,NA,NA,NA
00480.HK,NA,15/07/2019,NA,NA,NA,NA,NA
00094.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01075.HK,NA,15/07/2019,NA,NA,NA,NA,NA
00253.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01711.HK,NA,15/07/2019,NA,NA,NA,NA,NA
00219.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01600.HK,NA,15/07/2019,NA,NA,NA,NA,NA
00201.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01872.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01268.HK,NA,15/07/2019,NA,NA,NA,NA,NA
01090.HK,NA,15/07/2019,NA,NA,NA,NA,NA
02236.HK,NA,12/07/2019,NA,NA,NA,NA,NA
02289.HK,NA,12/07/2019,NA,NA,NA,NA,NA
00142.HK,NA,12/07/2019,NA,NA,NA,NA,NA
00493.HK,NA,12/07/2019,NA,NA,NA,NA,NA
00095.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01916.HK,NA,12/07/2019,NA,NA,NA,NA,NA
00570.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01699.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01266.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01557.HK,NA,NA,12/07/2019,NA,NA,NA,NA
00994.HK,NA,12/07/2019,NA,NA,NA,NA,NA
00657.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01906.HK,NA,12/07/2019,NA,NA,NA,NA,NA
00672.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01321.HK,NA,12/07/2019,NA,NA,NA,NA,NA
00925.HK,NA,12/07/2019,NA,NA,NA,NA,NA
00081.HK,NA,12/07/2019,NA,NA,NA,NA,NA
02280.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01995.HK,NA,12/07/2019,NA,NA,NA,NA,NA
03322.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01712.HK,NA,12/07/2019,NA,NA,NA,NA,NA
02698.HK,NA,12/07/2019,NA,NA,NA,NA,NA
01881.HK,NA,11/07/2019,NA,NA,NA,NA,NA
00663.HK,NA,11/07/2019,NA,NA,NA,NA,NA
06838.HK,NA,11/07/2019,NA,NA,NA,NA,NA
00334.HK,NA,11/07/2019,NA,NA,NA,NA,NA
03600.HK,NA,11/07/2019,NA,NA,NA,NA,NA
00950.HK,NA,11/07/2019,NA,NA,NA,NA,NA
02223.HK,NA,11/07/2019,NA,NA,NA,NA,NA
00922.HK,NA,NA,11/07/2019,NA,NA,NA,NA
00018.HK,NA,NA,11/07/2019,NA,NA,NA,NA
00320.HK,NA,11/07/2019,NA,NA,NA,NA,NA
00560.HK,NA,11/07/2019,NA,NA,NA,NA,NA
00685.HK,NA,11/07/2019,NA,NA,NA,NA,NA
01983.HK,NA,11/07/2019,NA,NA,NA,NA,NA
00426.HK,NA,11/07/2019,NA,NA,NA,NA,NA
00393.HK,NA,11/07/2019,NA,NA,NA,NA,NA
01546.HK,NA,NA,11/07/2019,NA,NA,NA,NA
01738.HK,NA,11/07/2019,NA,NA,NA,NA,NA
01122.HK,NA,10/07/2019,NA,NA,NA,NA,NA
01676.HK,NA,10/07/2019,NA,NA,NA,NA,NA
00821.HK,NA,10/07/2019,NA,NA,NA,NA,NA
00611.HK,NA,10/07/2019,NA,NA,NA,NA,NA
06098.HK,NA,10/07/2019,NA,NA,NA,NA,NA
00090.HK,NA,10/07/2019,NA,NA,NA,NA,NA
01160.HK,NA,10/07/2019,NA,NA,NA,NA,NA
01888.HK,NA,10/07/2019,NA,NA,NA,NA,NA
00148.HK,NA,10/07/2019,NA,NA,NA,NA,NA
00152.HK,NA,10/07/2019,NA,NA,NA,NA,NA
00019.HK,NA,10/07/2019,NA,NA,NA,NA,NA
00087.HK,NA,10/07/2019,NA,NA,NA,NA,NA
00274.HK,NA,09/07/2019,NA,NA,NA,NA,NA
00123.HK,NA,09/07/2019,NA,NA,NA,NA,NA
03839.HK,NA,09/07/2019,NA,NA,NA,NA,NA
01259.HK,NA,09/07/2019,NA,NA,NA,NA,NA
00396.HK,NA,09/07/2019,NA,NA,NA,NA,NA
00138.HK,NA,09/07/2019,NA,NA,NA,NA,NA
00261.HK,NA,09/07/2019,NA,NA,NA,NA,NA
00912.HK,NA,09/07/2019,NA,NA,NA,NA,NA
00242.HK,NA,09/07/2019,NA,NA,NA,NA,NA
08291.HK,NA,09/07/2019,NA,NA,NA,NA,NA
01630.HK,NA,NA,08/07/2019,NA,NA,NA,NA
00106.HK,NA,08/07/2019,NA,NA,NA,NA,NA
00968.HK,NA,08/07/2019,NA,NA,NA,NA,NA
02360.HK,NA,08/07/2019,NA,NA,NA,NA,NA
02669.HK,NA,08/07/2019,NA,NA,NA,NA,NA
01586.HK,NA,08/07/2019,NA,NA,NA,NA,NA
00868.HK,NA,08/07/2019,NA,NA,NA,NA,NA
01623.HK,NA,08/07/2019,NA,NA,NA,NA,NA
02727.HK,NA,08/07/2019,NA,NA,NA,NA,NA
02683.HK,NA,08/07/2019,NA,NA,NA,NA,NA
01571.HK,NA,08/07/2019,NA,NA,NA,NA,NA
01184.HK,NA,08/07/2019,NA,NA,NA,NA,NA
06158.HK,NA,05/07/2019,NA,NA,NA,NA,NA
01282.HK,NA,05/07/2019,NA,NA,NA,NA,NA
01072.HK,NA,05/07/2019,NA,NA,NA,NA,NA
01558.HK,NA,05/07/2019,NA,NA,NA,NA,NA
00631.HK,NA,05/07/2019,NA,NA,NA,NA,NA
03990.HK,NA,05/07/2019,NA,NA,NA,NA,NA
01068.HK,NA,05/07/2019,NA,NA,NA,NA,NA
01993.HK,NA,05/07/2019,NA,NA,NA,NA,NA
00405.HK,NA,05/07/2019,NA,NA,NA,NA,NA
03662.HK,NA,05/07/2019,NA,NA,NA,NA,NA
03828.HK,NA,05/07/2019,NA,NA,NA,NA,NA
00288.HK,NA,05/07/2019,NA,NA,NA,NA,NA
00905.HK,NA,05/07/2019,NA,NA,NA,NA,NA
01205.HK,NA,05/07/2019,NA,NA,NA,NA,NA
03319.HK,NA,05/07/2019,NA,NA,NA,NA,NA
01827.HK,NA,05/07/2019,NA,NA,NA,NA,NA
01551.HK,NA,04/07/2019,NA,NA,NA,NA,NA
00753.HK,NA,04/07/2019,NA,NA,NA,NA,NA
01107.HK,NA,04/07/2019,NA,NA,NA,NA,NA
00150.HK,NA,04/07/2019,NA,NA,NA,NA,NA
03818.HK,NA,04/07/2019,NA,NA,NA,NA,NA
08326.HK,NA,NA,04/07/2019,NA,NA,NA,NA
01428.HK,NA,04/07/2019,NA,NA,NA,NA,NA
00341.HK,NA,04/07/2019,NA,NA,NA,NA,NA
00423.HK,NA,04/07/2019,NA,NA,NA,NA,NA
00312.HK,NA,04/07/2019,NA,NA,NA,NA,NA
00520.HK,NA,03/07/2019,NA,NA,NA,NA,NA
01588.HK,NA,03/07/2019,NA,NA,NA,NA,NA
01146.HK,NA,03/07/2019,NA,NA,NA,NA,NA
00137.HK,NA,03/07/2019,NA,NA,NA,NA,NA
01451.HK,NA,03/07/2019,NA,NA,NA,NA,NA
00268.HK,NA,03/07/2019,NA,NA,NA,NA,NA
03818.HK,NA,03/07/2019,NA,NA,NA,NA,NA
08096.HK,NA,NA,03/07/2019,NA,NA,NA,NA
08425.HK,NA,NA,03/07/2019,NA,NA,NA,NA
00293.HK,NA,03/07/2019,NA,NA,NA,NA,NA
00602.HK,NA,03/07/2019,NA,NA,NA,NA,NA
03678.HK,NA,02/07/2019,NA,NA,NA,NA,NA
00579.HK,NA,02/07/2019,NA,NA,NA,NA,NA
00698.HK,NA,02/07/2019,NA,NA,NA,NA,NA
00296.HK,NA,02/07/2019,NA,NA,NA,NA,NA
00163.HK,NA,02/07/2019,NA,NA,NA,NA,NA
03882.HK,NA,02/07/2019,NA,NA,NA,NA,NA
08153.HK,NA,NA,02/07/2019,NA,NA,NA,NA
00004.HK,NA,02/07/2019,NA,NA,NA,NA,NA
00442.HK,NA,NA,02/07/2019,NA,NA,NA,NA
08039.HK,NA,NA,01/07/2019,NA,NA,NA,NA
08128.HK,NA,01/07/2019,NA,NA,NA,NA,NA
08325.HK,NA,NA,01/07/2019,NA,NA,NA,NA
08111.HK,NA,NA,01/07/2019,NA,NA,NA,NA
01280.HK,NA,01/07/2019,NA,NA,NA,NA,NA
00257.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08003.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01763.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00627.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08292.HK,NA,28/06/2019,NA,NA,NA,NA,NA
06196.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08187.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00061.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08136.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01303.HK,NA,28/06/2019,NA,NA,NA,NA,NA
03989.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08328.HK,NA,28/06/2019,NA,NA,NA,NA,NA
02688.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00420.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00117.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08172.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08455.HK,NA,NA,28/06/2019,NA,NA,NA,NA
00371.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08007.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08042.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08178.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08317.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01812.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00542.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01238.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08113.HK,NA,28/06/2019,NA,NA,NA,NA,NA
02122.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01340.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01150.HK,NA,28/06/2019,NA,NA,NA,NA,NA
02380.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00703.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08179.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00798.HK,NA,NA,NA,NA,NA,NA,NA
01093.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01570.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00419.HK,NA,28/06/2019,NA,NA,NA,NA,NA
03303.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08062.HK,NA,NA,28/06/2019,NA,NA,NA,NA
08036.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01301.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08213.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08347.HK,NA,NA,28/06/2019,NA,NA,NA,NA
00643.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01608.HK,NA,28/06/2019,NA,NA,NA,NA,NA
03383.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00683.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08121.HK,NA,NA,28/06/2019,NA,NA,NA,NA
00893.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00157.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08482.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01133.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08203.HK,NA,28/06/2019,NA,NA,NA,NA,NA
00326.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01218.HK,NA,NA,28/06/2019,NA,NA,NA,NA
08023.HK,NA,NA,28/06/2019,NA,NA,NA,NA
00363.HK,NA,28/06/2019,NA,NA,NA,NA,NA
01713.HK,NA,28/06/2019,NA,NA,NA,NA,NA
08309.HK,NA,NA,28/06/2019,NA,NA,NA,NA
08217.HK,NA,NA,28/06/2019,NA,NA,NA,NA
01717.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08607.HK,NA,27/06/2019,NA,NA,NA,NA,NA
02738.HK,NA,27/06/2019,NA,NA,NA,NA,NA
00910.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08181.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08296.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08139.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08619.HK,NA,NA,27/06/2019,NA,NA,NA,NA
08532.HK,NA,NA,27/06/2019,NA,NA,NA,NA
01060.HK,NA,27/06/2019,NA,NA,NA,NA,NA
00690.HK,NA,27/06/2019,NA,NA,NA,NA,NA
01790.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08372.HK,NA,NA,27/06/2019,NA,NA,NA,NA
08221.HK,NA,NA,27/06/2019,NA,NA,NA,NA
03633.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08098.HK,NA,NA,27/06/2019,NA,NA,NA,NA
08431.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08006.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08432.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08537.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08191.HK,NA,27/06/2019,NA,NA,NA,NA,NA
06822.HK,NA,27/06/2019,NA,NA,NA,NA,NA
02680.HK,NA,27/06/2019,NA,NA,NA,NA,NA
01120.HK,NA,27/06/2019,NA,NA,NA,NA,NA
00927.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08050.HK,NA,NA,27/06/2019,NA,NA,NA,NA
02358.HK,NA,27/06/2019,NA,NA,NA,NA,NA
01389.HK,NA,NA,27/06/2019,NA,NA,NA,NA
01203.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08069.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08631.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08065.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08439.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08026.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08091.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08523.HK,NA,NA,27/06/2019,NA,NA,NA,NA
08401.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08307.HK,NA,27/06/2019,NA,NA,NA,NA,NA
01476.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08056.HK,NA,27/06/2019,NA,NA,NA,NA,NA
03320.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08416.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08613.HK,NA,NA,27/06/2019,NA,NA,NA,NA
08045.HK,NA,27/06/2019,NA,NA,NA,NA,NA
08270.HK,NA,26/06/2019,NA,NA,NA,NA,NA
02099.HK,NA,26/06/2019,NA,NA,NA,NA,NA
02218.HK,NA,26/06/2019,NA,NA,NA,NA,NA
01966.HK,NA,26/06/2019,NA,NA,NA,NA,NA
08211.HK,NA,NA,NA,NA,NA,NA,NA
08232.HK,NA,26/06/2019,NA,NA,NA,NA,NA
01240.HK,NA,26/06/2019,NA,NA,NA,NA,NA
02363.HK,NA,26/06/2019,NA,NA,NA,NA,NA
01928.HK,NA,26/06/2019,NA,NA,NA,NA,NA
00311.HK,NA,26/06/2019,NA,NA,NA,NA,NA
08305.HK,NA,26/06/2019,NA,NA,NA,NA,NA
00762.HK,NA,26/06/2019,NA,NA,NA,NA,NA
01262.HK,NA,26/06/2019,NA,NA,NA,NA,NA
00042.HK,NA,26/06/2019,NA,NA,NA,NA,NA
08159.HK,NA,26/06/2019,NA,NA,NA,NA,NA
02799.HK,NA,26/06/2019,NA,NA,NA,NA,NA
08635.HK,NA,NA,26/06/2019,NA,NA,NA,NA
08473.HK,NA,26/06/2019,NA,NA,NA,NA,NA
08092.HK,NA,26/06/2019,NA,NA,NA,NA,NA
01109.HK,NA,26/06/2019,NA,NA,NA,NA,NA
08066.HK,NA,26/06/2019,NA,NA,NA,NA,NA
03360.HK,NA,26/06/2019,NA,NA,NA,NA,NA
01777.HK,NA,26/06/2019,NA,NA,NA,NA,NA
01778.HK,NA,26/06/2019,NA,NA,NA,NA,NA
08079.HK,NA,NA,26/06/2019,NA,NA,NA,NA
08373.HK,NA,25/06/2019,NA,NA,NA,NA,NA
08413.HK,NA,NA,25/06/2019,NA,NA,NA,NA
00743.HK,NA,25/06/2019,NA,NA,NA,NA,NA
08423.HK,NA,NA,25/06/2019,NA,NA,NA,NA
01891.HK,NA,25/06/2019,NA,NA,NA,NA,NA
08392.HK,NA,25/06/2019,NA,NA,NA,NA,NA
02088.HK,NA,25/06/2019,NA,NA,NA,NA,NA
00023.HK,NA,25/06/2019,NA,NA,NA,NA,NA
08337.HK,NA,25/06/2019,NA,NA,NA,NA,NA
00046.HK,NA,25/06/2019,NA,NA,NA,NA,NA
01194.HK,NA,25/06/2019,NA,NA,NA,NA,NA
00978.HK,NA,25/06/2019,NA,NA,NA,NA,NA
08125.HK,NA,24/06/2019,NA,NA,NA,NA,NA
08188.HK,NA,24/06/2019,NA,NA,NA,NA,NA
08218.HK,NA,NA,24/06/2019,NA,NA,NA,NA
03323.HK,NA,24/06/2019,NA,NA,NA,NA,NA
00171.HK,NA,24/06/2019,NA,NA,NA,NA,NA
01596.HK,NA,24/06/2019,NA,NA,NA,NA,NA
00336.HK,NA,24/06/2019,NA,NA,NA,NA,NA
02202.HK,NA,24/06/2019,NA,NA,NA,NA,NA
00607.HK,NA,24/06/2019,NA,NA,NA,NA,NA
00854.HK,NA,NA,24/06/2019,NA,NA,NA,NA
00236.HK,NA,24/06/2019,NA,NA,NA,NA,NA
00063.HK,NA,24/06/2019,NA,NA,NA,NA,NA
08512.HK,NA,24/06/2019,NA,NA,NA,NA,NA
02328.HK,NA,24/06/2019,NA,NA,NA,NA,NA
01112.HK,NA,24/06/2019,NA,NA,NA,NA,NA
08622.HK,NA,24/06/2019,NA,NA,NA,NA,NA
08053.HK,NA,24/06/2019,NA,NA,NA,NA,NA
00938.HK,NA,NA,23/06/2019,NA,NA,NA,NA
