stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
06839.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00419.HK,NA,NA,NA,30/05/2022,NA,NA,NA
01569.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00588.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01184.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06133.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00828.HK,NA,NA,NA,NA,30/05/2022,NA,NA
09979.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00291.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00960.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01301.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01034.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01378.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01127.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01747.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01293.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01540.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01545.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08073.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01832.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06186.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01888.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00148.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00813.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00750.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01138.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02223.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01606.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03301.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06123.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02618.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02698.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03336.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00716.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00117.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00063.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02370.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03322.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02146.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08333.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00762.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06622.HK,NA,NA,NA,NA,30/05/2022,NA,NA
09616.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01916.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00816.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08178.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06618.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01194.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01057.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01385.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00732.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00663.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00683.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03309.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01269.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02013.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00124.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08416.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02319.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06136.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02668.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00175.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03668.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06098.HK,NA,NA,NA,NA,29/05/2022,NA,NA
00200.HK,NA,NA,NA,NA,29/05/2022,NA,NA
03718.HK,NA,NA,NA,NA,27/05/2022,NA,NA
03913.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01889.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01134.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00288.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00334.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02558.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02111.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00658.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01792.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01351.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01458.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01266.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02066.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01272.HK,NA,NA,NA,NA,27/05/2022,NA,NA
06100.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00606.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01966.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00753.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01252.HK,NA,NA,NA,NA,27/05/2022,NA,NA
09983.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02127.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01762.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00557.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01572.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02101.HK,NA,NA,NA,NA,27/05/2022,NA,NA
09638.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01399.HK,NA,NA,NA,NA,27/05/2022,NA,NA
06078.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00297.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00408.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00568.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00895.HK,NA,NA,NA,NA,27/05/2022,NA,NA
03658.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02669.HK,NA,NA,NA,NA,27/05/2022,NA,NA
08027.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02381.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01950.HK,NA,NA,NA,NA,NA,NA,NA
01203.HK,NA,NA,NA,NA,27/05/2022,NA,NA
06913.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00265.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01803.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02088.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01527.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01439.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01853.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00326.HK,NA,NA,NA,NA,27/05/2022,NA,NA
08283.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01811.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01895.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00579.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00393.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01681.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00081.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01959.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00258.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02289.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00227.HK,NA,NA,NA,NA,27/05/2022,NA,NA
08377.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00106.HK,NA,NA,NA,NA,27/05/2022,NA,NA
03828.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00460.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00865.HK,NA,NA,NA,NA,27/05/2022,NA,NA
06158.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02885.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01372.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02126.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00420.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01030.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01072.HK,NA,NA,NA,NA,27/05/2022,NA,NA
03319.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01745.HK,NA,NA,NA,NA,27/05/2022,NA,NA
06193.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00482.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01188.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02878.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01068.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00023.HK,NA,NA,NA,NA,27/05/2022,NA,NA
08179.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00978.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00605.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00311.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01855.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00019.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00087.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00893.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00004.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01818.HK,NA,NA,NA,NA,27/05/2022,NA,NA
08148.HK,NA,NA,NA,NA,27/05/2022,NA,NA
03808.HK,NA,NA,NA,NA,27/05/2022,NA,NA
08247.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00380.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01051.HK,NA,NA,NA,NA,27/05/2022,NA,NA
01156.HK,NA,NA,NA,27/05/2022,NA,NA,NA
02099.HK,NA,NA,NA,NA,27/05/2022,NA,NA
02768.HK,NA,NA,NA,NA,27/05/2022,NA,NA
09939.HK,NA,NA,NA,NA,27/05/2022,NA,NA
00607.HK,NA,NA,NA,NA,26/05/2022,NA,NA
08495.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01513.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00048.HK,NA,NA,NA,NA,NA,NA,NA
00798.HK,NA,NA,NA,NA,NA,NA,NA
01321.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00672.HK,NA,NA,NA,NA,26/05/2022,NA,NA
08418.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00468.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01451.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01387.HK,NA,NA,NA,NA,26/05/2022,NA,NA
03395.HK,NA,NA,NA,NA,26/05/2022,NA,NA
08373.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01571.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01102.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00829.HK,NA,NA,NA,NA,26/05/2022,NA,NA
06117.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01738.HK,NA,NA,NA,NA,26/05/2022,NA,NA
03839.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01665.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00181.HK,NA,NA,NA,NA,26/05/2022,NA,NA
09990.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00551.HK,NA,NA,NA,NA,26/05/2022,NA,NA
06628.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01090.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00168.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00974.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00253.HK,NA,NA,NA,NA,26/05/2022,NA,NA
02119.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00219.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00201.HK,NA,NA,NA,NA,26/05/2022,NA,NA
06838.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01997.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00184.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00686.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00603.HK,NA,NA,NA,NA,26/05/2022,NA,NA
02120.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00758.HK,NA,NA,NA,NA,26/05/2022,NA,NA
01371.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00646.HK,NA,NA,NA,NA,26/05/2022,NA,NA
00489.HK,NA,NA,NA,NA,25/05/2022,NA,NA
01862.HK,NA,NA,NA,NA,25/05/2022,NA,NA
02276.HK,NA,NA,NA,NA,25/05/2022,NA,NA
06127.HK,NA,NA,NA,NA,25/05/2022,NA,NA
01817.HK,NA,NA,NA,NA,25/05/2022,NA,NA
00802.HK,NA,NA,NA,NA,25/05/2022,NA,NA
02266.HK,NA,NA,NA,NA,25/05/2022,NA,NA
06668.HK,NA,NA,NA,NA,25/05/2022,NA,NA
01281.HK,NA,NA,NA,NA,25/05/2022,NA,NA
01820.HK,NA,NA,NA,NA,25/05/2022,NA,NA
00747.HK,NA,NA,NA,NA,25/05/2022,NA,NA
06185.HK,NA,NA,NA,NA,25/05/2022,NA,NA
09868.HK,NA,NA,NA,NA,25/05/2022,NA,NA
06111.HK,NA,NA,NA,NA,25/05/2022,NA,NA
00901.HK,NA,NA,NA,NA,25/05/2022,NA,NA
06188.HK,NA,NA,NA,NA,25/05/2022,NA,NA
01755.HK,NA,NA,NA,NA,25/05/2022,NA,NA
03383.HK,NA,NA,NA,NA,25/05/2022,NA,NA
01952.HK,NA,NA,NA,NA,25/05/2022,NA,NA
00011.HK,NA,NA,NA,NA,25/05/2022,NA,NA
02260.HK,NA,NA,NA,NA,25/05/2022,NA,NA
00185.HK,NA,NA,NA,NA,25/05/2022,NA,NA
09922.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01553.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01823.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01563.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01120.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01024.HK,NA,NA,NA,NA,24/05/2022,NA,NA
00135.HK,NA,NA,NA,NA,24/05/2022,NA,NA
08360.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01588.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01483.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01873.HK,NA,NA,NA,NA,24/05/2022,NA,NA
00051.HK,NA,NA,NA,NA,24/05/2022,NA,NA
00743.HK,NA,NA,NA,NA,24/05/2022,NA,NA
00293.HK,NA,NA,NA,NA,24/05/2022,NA,NA
01316.HK,NA,NA,NA,NA,23/05/2022,NA,NA
02202.HK,NA,NA,NA,NA,23/05/2022,NA,NA
00661.HK,NA,NA,NA,NA,23/05/2022,NA,NA
01822.HK,NA,NA,NA,NA,23/05/2022,NA,NA
08512.HK,NA,NA,NA,NA,23/05/2022,NA,NA
00058.HK,NA,NA,NA,NA,23/05/2022,NA,NA
00094.HK,NA,NA,NA,NA,23/05/2022,NA,NA
02212.HK,NA,NA,NA,NA,23/05/2022,NA,NA
00910.HK,NA,NA,NA,NA,23/05/2022,NA,NA
08226.HK,NA,NA,NA,NA,20/05/2022,NA,NA
08176.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01631.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01866.HK,NA,NA,NA,NA,20/05/2022,NA,NA
08229.HK,NA,NA,NA,NA,20/05/2022,NA,NA
02165.HK,NA,NA,NA,NA,20/05/2022,NA,NA
06999.HK,NA,NA,NA,NA,20/05/2022,NA,NA
00305.HK,NA,NA,NA,NA,20/05/2022,NA,NA
09869.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01446.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01039.HK,NA,NA,NA,NA,20/05/2022,NA,NA
09977.HK,NA,NA,NA,NA,20/05/2022,NA,NA
00093.HK,NA,NA,NA,NA,20/05/2022,NA,NA
02799.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01085.HK,NA,NA,NA,NA,20/05/2022,NA,NA
02192.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01733.HK,NA,NA,NA,NA,20/05/2022,NA,NA
08296.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01558.HK,NA,NA,NA,NA,20/05/2022,NA,NA
00119.HK,NA,NA,NA,NA,20/05/2022,NA,NA
00905.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01338.HK,NA,NA,NA,NA,20/05/2022,NA,NA
06958.HK,NA,NA,NA,NA,20/05/2022,NA,NA
00264.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01763.HK,NA,NA,NA,NA,20/05/2022,NA,NA
00509.HK,NA,NA,NA,NA,20/05/2022,NA,NA
00601.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01058.HK,NA,NA,NA,NA,20/05/2022,NA,NA
01480.HK,NA,NA,NA,NA,20/05/2022,NA,NA
00171.HK,NA,NA,NA,NA,19/05/2022,NA,NA
03360.HK,NA,NA,NA,NA,19/05/2022,NA,NA
00688.HK,NA,NA,NA,NA,19/05/2022,NA,NA
00900.HK,NA,NA,NA,NA,19/05/2022,NA,NA
01285.HK,NA,NA,NA,NA,19/05/2022,NA,NA
01475.HK,NA,NA,NA,NA,19/05/2022,NA,NA
01717.HK,NA,NA,NA,NA,18/05/2022,NA,NA
02389.HK,NA,NA,NA,NA,18/05/2022,NA,NA
09959.HK,NA,NA,NA,NA,18/05/2022,NA,NA
00880.HK,NA,NA,NA,NA,18/05/2022,NA,NA
00363.HK,NA,NA,NA,NA,18/05/2022,NA,NA
00046.HK,NA,NA,NA,NA,18/05/2022,NA,NA
02020.HK,NA,NA,NA,NA,18/05/2022,NA,NA
02115.HK,NA,NA,NA,NA,17/05/2022,NA,NA
00010.HK,NA,NA,NA,NA,17/05/2022,NA,NA
00101.HK,NA,NA,NA,NA,17/05/2022,NA,NA
08337.HK,NA,NA,NA,NA,17/05/2022,NA,NA
03678.HK,NA,NA,NA,NA,17/05/2022,NA,NA
01515.HK,NA,NA,NA,NA,17/05/2022,NA,NA
01259.HK,NA,NA,NA,NA,17/05/2022,NA,NA
02030.HK,NA,NA,NA,NA,16/05/2022,NA,NA
01917.HK,NA,NA,NA,NA,16/05/2022,NA,NA
00765.HK,NA,NA,NA,NA,16/05/2022,NA,NA
00157.HK,NA,NA,NA,NA,16/05/2022,NA,NA
00195.HK,NA,NA,NA,NA,16/05/2022,NA,NA
08018.HK,NA,NA,NA,NA,16/05/2022,NA,NA
01368.HK,NA,NA,NA,NA,16/05/2022,NA,NA
08186.HK,NA,NA,NA,NA,15/05/2022,NA,NA
00888.HK,NA,NA,NA,NA,15/05/2022,NA,NA
01831.HK,NA,NA,NA,NA,15/05/2022,NA,NA
00302.HK,NA,NA,NA,NA,15/05/2022,NA,NA
02207.HK,NA,NA,NA,NA,15/05/2022,NA,NA
00875.HK,NA,NA,NA,NA,13/05/2022,NA,NA
00209.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01869.HK,NA,NA,NA,NA,13/05/2022,NA,NA
02098.HK,NA,NA,NA,NA,13/05/2022,NA,NA
08329.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01799.HK,NA,NA,NA,NA,13/05/2022,NA,NA
02019.HK,NA,NA,NA,NA,13/05/2022,NA,NA
06113.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01250.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01303.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01913.HK,NA,NA,NA,NA,13/05/2022,NA,NA
00580.HK,NA,NA,NA,NA,13/05/2022,NA,NA
08513.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01265.HK,NA,NA,NA,NA,13/05/2022,NA,NA
02017.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01800.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01938.HK,NA,NA,NA,NA,13/05/2022,NA,NA
00103.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01882.HK,NA,NA,NA,NA,13/05/2022,NA,NA
00416.HK,NA,NA,NA,NA,13/05/2022,NA,NA
02349.HK,NA,NA,NA,NA,13/05/2022,NA,NA
00611.HK,NA,NA,NA,NA,13/05/2022,NA,NA
08411.HK,NA,NA,NA,NA,13/05/2022,NA,NA
02011.HK,NA,NA,NA,NA,13/05/2022,NA,NA
03313.HK,NA,NA,NA,NA,13/05/2022,NA,NA
08519.HK,NA,NA,NA,NA,13/05/2022,NA,NA
00556.HK,NA,NA,NA,NA,13/05/2022,NA,NA
03978.HK,NA,NA,NA,NA,13/05/2022,NA,NA
01809.HK,NA,NA,NA,NA,12/05/2022,NA,NA
08237.HK,NA,NA,NA,NA,12/05/2022,NA,NA
00760.HK,NA,NA,NA,NA,12/05/2022,NA,NA
01176.HK,NA,NA,NA,NA,12/05/2022,NA,NA
00630.HK,NA,NA,NA,NA,12/05/2022,NA,NA
01910.HK,NA,NA,NA,NA,12/05/2022,NA,NA
00560.HK,NA,NA,NA,NA,12/05/2022,NA,NA
02231.HK,NA,NA,NA,NA,12/05/2022,NA,NA
00809.HK,NA,NA,NA,NA,12/05/2022,NA,NA
01629.HK,NA,NA,NA,NA,12/05/2022,NA,NA
01623.HK,NA,NA,NA,NA,12/05/2022,NA,NA
02191.HK,NA,NA,NA,NA,12/05/2022,NA,NA
03313.HK,NA,NA,NA,NA,12/05/2022,NA,NA
03889.HK,NA,NA,NA,NA,12/05/2022,NA,NA
03689.HK,NA,NA,NA,NA,12/05/2022,NA,NA
08166.HK,NA,NA,NA,NA,12/05/2022,NA,NA
03366.HK,NA,NA,NA,NA,12/05/2022,NA,NA
00851.HK,NA,NA,NA,NA,12/05/2022,NA,NA
01132.HK,NA,NA,NA,NA,12/05/2022,NA,NA
08291.HK,NA,NA,NA,NA,11/05/2022,NA,NA
06189.HK,NA,NA,NA,NA,11/05/2022,NA,NA
09978.HK,NA,NA,NA,NA,10/05/2022,NA,NA
09989.HK,NA,NA,NA,NA,10/05/2022,NA,NA
08246.HK,NA,NA,NA,NA,10/05/2022,NA,NA
00346.HK,NA,NA,NA,NA,10/05/2022,NA,NA
02399.HK,NA,NA,NA,NA,10/05/2022,NA,NA
00641.HK,NA,NA,NA,NA,10/05/2022,NA,NA
02528.HK,NA,NA,NA,NA,09/05/2022,NA,NA
00028.HK,NA,NA,NA,NA,06/05/2022,NA,NA
08147.HK,NA,NA,NA,NA,06/05/2022,NA,NA
00696.HK,NA,NA,NA,NA,06/05/2022,NA,NA
03928.HK,NA,NA,NA,NA,06/05/2022,NA,NA
01433.HK,NA,NA,NA,NA,06/05/2022,NA,NA
01286.HK,NA,NA,NA,NA,05/05/2022,NA,NA
08282.HK,NA,NA,NA,NA,05/05/2022,NA,NA
01075.HK,NA,NA,NA,NA,05/05/2022,NA,NA
00271.HK,NA,NA,NA,NA,05/05/2022,NA,NA
00236.HK,NA,NA,NA,NA,05/05/2022,NA,NA
02121.HK,NA,NA,NA,NA,05/05/2022,NA,NA
00527.HK,NA,NA,NA,NA,05/05/2022,NA,NA
01327.HK,NA,NA,NA,NA,04/05/2022,NA,NA
00436.HK,NA,NA,NA,NA,04/05/2022,NA,NA
02068.HK,NA,NA,NA,NA,04/05/2022,NA,NA
02899.HK,NA,NA,NA,NA,04/05/2022,NA,NA
00840.HK,NA,NA,NA,NA,03/05/2022,NA,NA
01143.HK,NA,NA,NA,NA,03/05/2022,NA,NA
01206.HK,NA,NA,NA,NA,03/05/2022,NA,NA
08167.HK,NA,NA,NA,NA,03/05/2022,NA,NA
00821.HK,NA,NA,NA,NA,03/05/2022,NA,NA
00769.HK,NA,NA,NA,NA,03/05/2022,NA,NA
00327.HK,NA,NA,NA,NA,03/05/2022,NA,NA
01150.HK,NA,NA,NA,NA,03/05/2022,NA,NA
01432.HK,NA,NA,NA,NA,03/05/2022,NA,NA
00818.HK,NA,NA,NA,NA,03/05/2022,NA,NA
02112.HK,NA,NA,NA,NA,03/05/2022,NA,NA
01691.HK,NA,NA,NA,NA,03/05/2022,NA,NA
01859.HK,NA,NA,NA,NA,02/05/2022,NA,NA
08219.HK,NA,NA,NA,NA,02/05/2022,NA,NA
08363.HK,NA,NA,NA,NA,02/05/2022,NA,NA
01789.HK,NA,NA,NA,NA,02/05/2022,NA,NA
01396.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01798.HK,NA,NA,NA,NA,29/04/2022,NA,NA
03692.HK,NA,NA,NA,NA,29/04/2022,NA,NA
09963.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00428.HK,NA,NA,NA,NA,29/04/2022,NA,NA
08205.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00352.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01912.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00431.HK,NA,NA,NA,NA,29/04/2022,NA,NA
02126.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00995.HK,NA,NA,NA,NA,29/04/2022,NA,NA
08100.HK,NA,NA,NA,NA,29/04/2022,NA,NA
03639.HK,NA,NA,NA,NA,29/04/2022,NA,NA
06830.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01141.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00336.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00260.HK,NA,NA,NA,NA,29/04/2022,NA,NA
02012.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00360.HK,NA,NA,NA,NA,29/04/2022,NA,NA
06690.HK,NA,NA,NA,NA,29/04/2022,NA,NA
03709.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01061.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01207.HK,NA,NA,NA,NA,29/04/2022,NA,NA
06093.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01027.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00405.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01393.HK,NA,NA,NA,NA,29/04/2022,NA,NA
02328.HK,NA,NA,NA,NA,29/04/2022,NA,NA
09986.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01185.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01920.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00831.HK,NA,NA,NA,NA,29/04/2022,NA,NA
03899.HK,NA,NA,NA,NA,29/04/2022,NA,NA
03778.HK,NA,NA,NA,NA,29/04/2022,NA,NA
02338.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00136.HK,NA,NA,NA,NA,29/04/2022,NA,NA
02188.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00669.HK,NA,NA,NA,NA,29/04/2022,NA,NA
03759.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01608.HK,NA,NA,NA,NA,29/04/2022,NA,NA
02327.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00810.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01552.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00550.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01459.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01064.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00456.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01305.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01346.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00980.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00337.HK,NA,NA,NA,NA,29/04/2022,NA,NA
00846.HK,NA,NA,NA,NA,29/04/2022,NA,NA
01044.HK,NA,NA,NA,NA,29/04/2022,NA,NA
